===== 报告生成时生效的阈值配置 =====
配置项,数值
温度下限 (℃),15
温度上限 (℃),30
湿度下限 (%),30
湿度上限 (%),70
温度漂移阈值 (℃),2
湿度漂移阈值 (%),10
断点时间阈值 (秒),600

===== 异常明细 =====
异常ID,传感器,传感器ID,类型,描述,检测时间,读数时间,温度,湿度,当前状态,处理人,处理原因,标注时间,是否回滚,回滚原因
a_mqioqsj7e7,常温试剂柜,SENS-004,湿度漂移,湿度突变 16.70%，超过阈值 10%（前值 58.00%）,2026-06-17 23:11:42,2025-05-05T05:45:00.000Z,21.73,41.3,待处理,,,,否,
a_mqioqsj76b,常温试剂柜,SENS-004,湿度漂移,湿度突变 34.10%，超过阈值 10%（前值 23.90%）,2026-06-17 23:11:42,2025-05-05T05:40:00.000Z,21.78,58,待处理,,,,否,
a_mqioqsj62e,常温试剂柜,SENS-004,湿度越下限,湿度 23.90% 低于下限 30%,2026-06-17 23:11:42,2025-05-05T05:35:00.000Z,21.77,23.9,待处理,,,,否,
a_mqioqsj682,常温试剂柜,SENS-004,湿度漂移,湿度突变 18.00%，超过阈值 10%（前值 41.90%）,2026-06-17 23:11:42,2025-05-05T05:35:00.000Z,21.77,23.9,待处理,,,,否,
a_mqioqsj647,常温试剂柜,SENS-004,温度漂移,温度突变 4.48℃，超过阈值 2℃（前值 26.57℃）,2026-06-17 23:11:42,2025-05-05T05:05:00.000Z,22.09,38.1,待处理,,,,否,
a_mqioqsj648,常温试剂柜,SENS-004,温度漂移,温度突变 4.17℃，超过阈值 2℃（前值 22.40℃）,2026-06-17 23:11:42,2025-05-05T05:00:00.000Z,26.57,41,待处理,,,,否,
a_mqioqsj6f7,常温试剂柜,SENS-004,温度漂移,温度突变 4.64℃，超过阈值 2℃（前值 17.07℃）,2026-06-17 23:11:42,2025-05-05T03:00:00.000Z,21.71,41.6,待处理,,,,否,
a_mqioqsj64f,常温试剂柜,SENS-004,温度漂移,温度突变 4.73℃，超过阈值 2℃（前值 21.80℃）,2026-06-17 23:11:42,2025-05-05T02:55:00.000Z,17.07,39.4,待处理,,,,否,
a_mqioqsj66b,常温试剂柜,SENS-004,湿度漂移,湿度突变 18.60%，超过阈值 10%（前值 22.00%）,2026-06-17 23:11:42,2025-05-05T02:25:00.000Z,22.15,40.6,待处理,,,,否,
a_mqioqsj6c0,常温试剂柜,SENS-004,湿度越下限,湿度 22.00% 低于下限 30%,2026-06-17 23:11:42,2025-05-05T02:20:00.000Z,21.81,22,待处理,,,,否,
a_mqioqsj6ac,常温试剂柜,SENS-004,湿度漂移,湿度突变 19.50%，超过阈值 10%（前值 41.50%）,2026-06-17 23:11:42,2025-05-05T02:20:00.000Z,21.81,22,待处理,,,,否,
a_mqioqsj5ad,常温试剂柜,SENS-004,温度漂移,温度突变 5.31℃，超过阈值 2℃（前值 27.08℃）,2026-06-17 23:11:42,2025-05-05T02:00:00.000Z,21.77,40.1,待处理,,,,否,
a_mqioqsj52d,常温试剂柜,SENS-004,温度漂移,温度突变 5.06℃，超过阈值 2℃（前值 22.02℃）,2026-06-17 23:11:42,2025-05-05T01:55:00.000Z,27.08,38.8,待处理,,,,否,
a_mqioqsj5aa,常温试剂柜,SENS-004,温度漂移,温度突变 2.65℃，超过阈值 2℃（前值 24.67℃）,2026-06-17 23:11:42,2025-05-05T01:50:00.000Z,22.02,39.8,待处理,,,,否,
a_mqioqsj5f0,常温试剂柜,SENS-004,温度漂移,温度突变 2.67℃，超过阈值 2℃（前值 22.00℃）,2026-06-17 23:11:42,2025-05-05T01:45:00.000Z,24.67,38.4,待处理,,,,否,
a_mqioqsj50e,常温试剂柜,SENS-004,湿度漂移,湿度突变 16.50%，超过阈值 10%（前值 58.00%）,2026-06-17 23:11:42,2025-05-05T00:50:00.000Z,22.32,41.5,待处理,,,,否,
a_mqioqsj5ef,常温试剂柜,SENS-004,湿度漂移,湿度突变 19.90%，超过阈值 10%（前值 38.10%）,2026-06-17 23:11:42,2025-05-05T00:45:00.000Z,21.6,58,待处理,,,,否,
a_mqioqsj5b8,常温试剂柜,SENS-004,温度漂移,温度突变 5.25℃，超过阈值 2℃（前值 27.13℃）,2026-06-17 23:11:42,2025-05-04T22:55:00.000Z,21.88,38.8,待处理,,,,否,
a_mqioqsj5d0,常温试剂柜,SENS-004,温度漂移,温度突变 4.86℃，超过阈值 2℃（前值 22.27℃）,2026-06-17 23:11:42,2025-05-04T22:50:00.000Z,27.13,41.5,待处理,,,,否,
a_mqioqsj5eb,常温试剂柜,SENS-004,温度漂移,温度突变 4.80℃，超过阈值 2℃（前值 17.56℃）,2026-06-17 23:11:42,2025-05-04T20:55:00.000Z,22.36,38.2,待处理,,,,否,
a_mqioqsj478,常温试剂柜,SENS-004,温度漂移,温度突变 4.72℃，超过阈值 2℃（前值 22.28℃）,2026-06-17 23:11:42,2025-05-04T20:50:00.000Z,17.56,41.5,待处理,,,,否,
a_mqioqsj4b6,常温试剂柜,SENS-004,湿度漂移,湿度突变 17.80%，超过阈值 10%（前值 57.00%）,2026-06-17 23:11:42,2025-05-04T20:15:00.000Z,21.66,39.2,待处理,,,,否,
a_mqioqsj420,常温试剂柜,SENS-004,湿度漂移,湿度突变 18.00%，超过阈值 10%（前值 39.00%）,2026-06-17 23:11:42,2025-05-04T20:10:00.000Z,22.11,57,待处理,,,,否,
a_mqioqsj4a3,常温试剂柜,SENS-004,湿度漂移,湿度突变 17.80%，超过阈值 10%（前值 58.00%）,2026-06-17 23:11:42,2025-05-04T19:55:00.000Z,21.85,40.2,待处理,,,,否,
a_mqioqsj4e4,常温试剂柜,SENS-004,温度漂移,温度突变 4.48℃，超过阈值 2℃（前值 26.72℃）,2026-06-17 23:11:42,2025-05-04T19:50:00.000Z,22.24,58,待处理,,,,否,
a_mqioqsj486,常温试剂柜,SENS-004,湿度漂移,湿度突变 18.80%，超过阈值 10%（前值 39.20%）,2026-06-17 23:11:42,2025-05-04T19:50:00.000Z,22.24,58,待处理,,,,否,
a_mqioqsj410,常温试剂柜,SENS-004,温度漂移,温度突变 4.51℃，超过阈值 2℃（前值 22.21℃）,2026-06-17 23:11:42,2025-05-04T19:45:00.000Z,26.72,39.2,待处理,,,,否,
a_mqioqsj47a,常温试剂柜,SENS-004,湿度漂移,湿度突变 18.40%，超过阈值 10%（前值 22.00%）,2026-06-17 23:11:42,2025-05-04T19:00:00.000Z,21.63,40.4,待处理,,,,否,
a_mqioqsj373,常温试剂柜,SENS-004,湿度越下限,湿度 22.00% 低于下限 30%,2026-06-17 23:11:42,2025-05-04T18:55:00.000Z,22.37,22,待处理,,,,否,
a_mqioqsj419,常温试剂柜,SENS-004,湿度漂移,湿度突变 18.90%，超过阈值 10%（前值 40.90%）,2026-06-17 23:11:42,2025-05-04T18:55:00.000Z,22.37,22,待处理,,,,否,
a_mqioqsj398,常温试剂柜,SENS-004,温度漂移,温度突变 3.23℃，超过阈值 2℃（前值 18.47℃）,2026-06-17 23:11:42,2025-05-04T17:25:00.000Z,21.7,41.8,待处理,,,,否,
a_mqioqsj3d2,常温试剂柜,SENS-004,温度漂移,温度突变 3.22℃，超过阈值 2℃（前值 21.69℃）,2026-06-17 23:11:42,2025-05-04T17:20:00.000Z,18.47,41.9,待处理,,,,否,
a_mqioqsj301,常温试剂柜,SENS-004,温度漂移,温度突变 5.29℃，超过阈值 2℃（前值 26.95℃）,2026-06-17 23:11:42,2025-05-04T16:45:00.000Z,21.66,39.3,待处理,,,,否,
a_mqioqsj3fe,常温试剂柜,SENS-004,温度漂移,温度突变 5.19℃，超过阈值 2℃（前值 21.76℃）,2026-06-17 23:11:42,2025-05-04T16:40:00.000Z,26.95,41.9,待处理,,,,否,
a_mqioqsj345,常温试剂柜,SENS-004,湿度漂移,湿度突变 17.40%，超过阈值 10%（前值 58.00%）,2026-06-17 23:11:42,2025-05-04T15:00:00.000Z,21.69,40.6,待处理,,,,否,
a_mqioqsj3b1,常温试剂柜,SENS-004,湿度漂移,湿度突变 19.80%，超过阈值 10%（前值 38.20%）,2026-06-17 23:11:42,2025-05-04T14:55:00.000Z,22.27,58,待处理,,,,否,
a_mqioqsj390,常温试剂柜,SENS-004,温度漂移,温度突变 5.17℃，超过阈值 2℃（前值 16.53℃）,2026-06-17 23:11:42,2025-05-04T14:50:00.000Z,21.7,38.2,待处理,,,,否,
a_mqioqsj3e3,常温试剂柜,SENS-004,温度漂移,温度突变 5.79℃，超过阈值 2℃（前值 22.32℃）,2026-06-17 23:11:42,2025-05-04T14:45:00.000Z,16.53,41.1,待处理,,,,否,
a_mqioqsj262,常温试剂柜,SENS-004,温度漂移,温度突变 4.78℃，超过阈值 2℃（前值 27.01℃）,2026-06-17 23:11:42,2025-05-04T13:40:00.000Z,22.23,41.7,待处理,,,,否,
a_mqioqsj24c,常温试剂柜,SENS-004,温度漂移,温度突变 4.95℃，超过阈值 2℃（前值 22.06℃）,2026-06-17 23:11:42,2025-05-04T13:35:00.000Z,27.01,40.3,待处理,,,,否,
a_mqioqsj212,常温试剂柜,SENS-004,湿度漂移,湿度突变 17.60%，超过阈值 10%（前值 22.00%）,2026-06-17 23:11:42,2025-05-04T11:35:00.000Z,22.27,39.6,待处理,,,,否,
a_mqioqsj282,常温试剂柜,SENS-004,湿度越下限,湿度 22.00% 低于下限 30%,2026-06-17 23:11:42,2025-05-04T11:30:00.000Z,21.99,22,待处理,,,,否,
a_mqioqsj250,常温试剂柜,SENS-004,湿度漂移,湿度突变 19.00%，超过阈值 10%（前值 41.00%）,2026-06-17 23:11:42,2025-05-04T11:30:00.000Z,21.99,22,待处理,,,,否,
a_mqioqsj2c5,常温试剂柜,SENS-004,湿度漂移,湿度突变 19.10%，超过阈值 10%（前值 59.90%）,2026-06-17 23:11:42,2025-05-04T10:50:00.000Z,21.67,40.8,待处理,,,,否,
a_mqioqsj28e,常温试剂柜,SENS-004,湿度漂移,湿度突变 18.00%，超过阈值 10%（前值 41.90%）,2026-06-17 23:11:42,2025-05-04T10:45:00.000Z,22.07,59.9,待处理,,,,否,
a_mqioqsj252,常温试剂柜,SENS-004,温度漂移,温度突变 3.81℃，超过阈值 2℃（前值 25.62℃）,2026-06-17 23:11:42,2025-05-04T10:35:00.000Z,21.81,40.9,待处理,,,,否,
a_mqioqsj1ef,常温试剂柜,SENS-004,温度漂移,温度突变 3.85℃，超过阈值 2℃（前值 21.77℃）,2026-06-17 23:11:42,2025-05-04T10:30:00.000Z,25.62,38.3,待处理,,,,否,
a_mqioqsj1e8,常温试剂柜,SENS-004,湿度漂移,湿度突变 17.20%，超过阈值 10%（前值 58.00%）,2026-06-17 23:11:42,2025-05-04T10:05:00.000Z,22.23,40.8,待处理,,,,否,
a_mqioqsj1a4,常温试剂柜,SENS-004,湿度漂移,湿度突变 16.20%，超过阈值 10%（前值 41.80%）,2026-06-17 23:11:42,2025-05-04T10:00:00.000Z,22.06,58,待处理,,,,否,
a_mqioqsj1b7,常温试剂柜,SENS-004,温度漂移,温度突变 3.75℃，超过阈值 2℃（前值 18.13℃）,2026-06-17 23:11:42,2025-05-04T08:45:00.000Z,21.88,38.2,待处理,,,,否,
a_mqioqsj15a,常温试剂柜,SENS-004,温度漂移,温度突变 4.04℃，超过阈值 2℃（前值 22.17℃）,2026-06-17 23:11:42,2025-05-04T08:40:00.000Z,18.13,41,待处理,,,,否,
a_mqioqsj1e4,常温试剂柜,SENS-004,温度漂移,温度突变 3.75℃，超过阈值 2℃（前值 25.65℃）,2026-06-17 23:11:42,2025-05-04T07:30:00.000Z,21.9,40,待处理,,,,否,
a_mqioqsj146,常温试剂柜,SENS-004,温度漂移,温度突变 3.96℃，超过阈值 2℃（前值 21.69℃）,2026-06-17 23:11:42,2025-05-04T07:25:00.000Z,25.65,39.3,待处理,,,,否,
a_mqioqsj1f5,常温试剂柜,SENS-004,湿度漂移,湿度突变 19.50%，超过阈值 10%（前值 58.00%）,2026-06-17 23:11:42,2025-05-04T05:10:00.000Z,22.38,38.5,待处理,,,,否,
a_mqioqsj135,常温试剂柜,SENS-004,湿度漂移,湿度突变 18.40%，超过阈值 10%（前值 39.60%）,2026-06-17 23:11:42,2025-05-04T05:05:00.000Z,21.7,58,待处理,,,,否,
a_mqioqsj09f,常温试剂柜,SENS-004,温度漂移,温度突变 4.20℃，超过阈值 2℃（前值 26.55℃）,2026-06-17 23:11:42,2025-05-04T04:25:00.000Z,22.35,40.3,待处理,,,,否,
a_mqioqsj04a,常温试剂柜,SENS-004,温度漂移,温度突变 4.75℃，超过阈值 2℃（前值 21.80℃）,2026-06-17 23:11:42,2025-05-04T04:20:00.000Z,26.55,40.5,待处理,,,,否,
a_mqioqsj016,常温试剂柜,SENS-004,湿度漂移,湿度突变 17.40%，超过阈值 10%（前值 22.00%）,2026-06-17 23:11:42,2025-05-04T04:10:00.000Z,21.62,39.4,待处理,,,,否,
a_mqioqsj033,常温试剂柜,SENS-004,湿度越下限,湿度 22.00% 低于下限 30%,2026-06-17 23:11:42,2025-05-04T04:05:00.000Z,22.2,22,待处理,,,,否,
a_mqioqsj0f0,常温试剂柜,SENS-004,湿度漂移,湿度突变 17.10%，超过阈值 10%（前值 39.10%）,2026-06-17 23:11:42,2025-05-04T04:05:00.000Z,22.2,22,待处理,,,,否,
a_mqioqsj07a,常温试剂柜,SENS-004,温度漂移,温度突变 3.53℃，超过阈值 2℃（前值 18.43℃）,2026-06-17 23:11:42,2025-05-04T02:40:00.000Z,21.96,41.8,待处理,,,,否,
a_mqioqsj07f,常温试剂柜,SENS-004,温度漂移,温度突变 3.94℃，超过阈值 2℃（前值 22.37℃）,2026-06-17 23:11:42,2025-05-04T02:35:00.000Z,18.43,41.3,待处理,,,,否,
a_mqioqsj06b,常温试剂柜,SENS-004,湿度漂移,湿度突变 16.80%，超过阈值 10%（前值 58.20%）,2026-06-17 23:11:42,2025-05-04T01:25:00.000Z,22.25,41.4,待处理,,,,否,
a_mqioqsizca,常温试剂柜,SENS-004,温度漂移,温度突变 3.79℃，超过阈值 2℃（前值 25.96℃）,2026-06-17 23:11:42,2025-05-04T01:20:00.000Z,22.17,58.2,待处理,,,,否,
a_mqioqsj0d7,常温试剂柜,SENS-004,湿度漂移,湿度突变 18.00%，超过阈值 10%（前值 40.20%）,2026-06-17 23:11:42,2025-05-04T01:20:00.000Z,22.17,58.2,待处理,,,,否,
a_mqioqsizff,常温试剂柜,SENS-004,温度漂移,温度突变 4.03℃，超过阈值 2℃（前值 21.93℃）,2026-06-17 23:11:42,2025-05-04T01:15:00.000Z,25.96,40.2,待处理,,,,否,
a_mqioqsiz17,常温试剂柜,SENS-004,温度漂移,温度突变 3.97℃，超过阈值 2℃（前值 18.22℃）,2026-06-17 23:11:42,2025-05-04T00:35:00.000Z,22.19,39.5,待处理,,,,否,
a_mqioqsiz29,常温试剂柜,SENS-004,温度漂移,温度突变 3.92℃，超过阈值 2℃（前值 22.14℃）,2026-06-17 23:11:42,2025-05-04T00:30:00.000Z,18.22,39.3,待处理,,,,否,
a_mqioqsiz64,常温试剂柜,SENS-004,湿度漂移,湿度突变 18.60%，超过阈值 10%（前值 58.00%）,2026-06-17 23:11:42,2025-05-04T00:15:00.000Z,21.73,39.4,待处理,,,,否,
a_mqioqsiza7,常温试剂柜,SENS-004,湿度漂移,湿度突变 16.00%，超过阈值 10%（前值 42.00%）,2026-06-17 23:11:42,2025-05-04T00:10:00.000Z,22.34,58,待处理,,,,否,
a_mqioqsizf3,常温试剂柜,SENS-004,温度漂移,温度突变 4.07℃，超过阈值 2℃（前值 25.85℃）,2026-06-17 23:11:42,2025-05-03T22:15:00.000Z,21.78,38.3,待处理,,,,否,
a_mqioqsiz05,常温试剂柜,SENS-004,温度漂移,温度突变 4.24℃，超过阈值 2℃（前值 21.61℃）,2026-06-17 23:11:42,2025-05-03T22:10:00.000Z,25.85,40.5,待处理,,,,否,
a_mqioqsizdf,常温试剂柜,SENS-004,湿度漂移,湿度突变 16.50%，超过阈值 10%（前值 22.00%）,2026-06-17 23:11:42,2025-05-03T20:45:00.000Z,21.61,38.5,待处理,,,,否,
a_mqioqsiy64,常温试剂柜,SENS-004,湿度越下限,湿度 22.00% 低于下限 30%,2026-06-17 23:11:42,2025-05-03T20:40:00.000Z,22.27,22,待处理,,,,否,
a_mqioqsiyce,常温试剂柜,SENS-004,湿度漂移,湿度突变 18.00%，超过阈值 10%（前值 40.00%）,2026-06-17 23:11:42,2025-05-03T20:40:00.000Z,22.27,22,待处理,,,,否,
a_mqioqsiy64,常温试剂柜,SENS-004,温度漂移,温度突变 4.82℃，超过阈值 2℃（前值 17.34℃）,2026-06-17 23:11:42,2025-05-03T20:35:00.000Z,22.16,40,待处理,,,,否,
a_mqioqsiy4a,常温试剂柜,SENS-004,温度漂移,温度突变 4.80℃，超过阈值 2℃（前值 22.14℃）,2026-06-17 23:11:42,2025-05-03T20:30:00.000Z,17.34,41.4,待处理,,,,否,
a_mqioqsiy3b,常温试剂柜,SENS-004,湿度漂移,湿度突变 19.00%，超过阈值 10%（前值 58.00%）,2026-06-17 23:11:42,2025-05-03T19:20:00.000Z,22.16,39,待处理,,,,否,
a_mqioqsiy97,常温试剂柜,SENS-004,湿度漂移,湿度突变 19.10%，超过阈值 10%（前值 38.90%）,2026-06-17 23:11:42,2025-05-03T19:15:00.000Z,22.19,58,待处理,,,,否,
a_mqioqsiyc6,常温试剂柜,SENS-004,温度漂移,温度突变 3.91℃，超过阈值 2℃（前值 25.62℃）,2026-06-17 23:11:42,2025-05-03T19:10:00.000Z,21.71,38.9,待处理,,,,否,
a_mqioqsiya3,常温试剂柜,SENS-004,温度漂移,温度突变 3.29℃，超过阈值 2℃（前值 22.33℃）,2026-06-17 23:11:42,2025-05-03T19:05:00.000Z,25.62,41.1,待处理,,,,否,
a_mqioqsiy6f,常温试剂柜,SENS-004,温度漂移,温度突变 3.64℃，超过阈值 2℃（前值 25.87℃）,2026-06-17 23:11:42,2025-05-03T16:10:00.000Z,22.23,39.7,待处理,,,,否,
a_mqioqsixa7,常温试剂柜,SENS-004,温度漂移,温度突变 4.33℃，超过阈值 2℃（前值 22.07℃）,2026-06-17 23:11:42,2025-05-03T16:00:00.000Z,26.4,38.6,待处理,,,,否,
a_mqioqsix89,常温试剂柜,SENS-004,湿度漂移,湿度突变 20.10%，超过阈值 10%（前值 58.70%）,2026-06-17 23:11:42,2025-05-03T16:00:00.000Z,26.4,38.6,待处理,,,,否,
a_mqioqsixa7,常温试剂柜,SENS-004,湿度漂移,湿度突变 18.00%，超过阈值 10%（前值 40.70%）,2026-06-17 23:11:42,2025-05-03T15:55:00.000Z,22.07,58.7,待处理,,,,否,
a_mqioqsix41,常温试剂柜,SENS-004,温度漂移,温度突变 4.11℃，超过阈值 2℃（前值 18.14℃）,2026-06-17 23:11:42,2025-05-03T14:30:00.000Z,22.25,40.6,待处理,,,,否,
a_mqioqsix13,常温试剂柜,SENS-004,温度漂移,温度突变 3.53℃，超过阈值 2℃（前值 21.67℃）,2026-06-17 23:11:42,2025-05-03T14:25:00.000Z,18.14,38.7,待处理,,,,否,
a_mqioqsix43,常温试剂柜,SENS-004,湿度漂移,湿度突变 19.30%，超过阈值 10%（前值 58.00%）,2026-06-17 23:11:42,2025-05-03T14:25:00.000Z,18.14,38.7,待处理,,,,否,
a_mqioqsixb6,常温试剂柜,SENS-004,湿度漂移,湿度突变 19.30%，超过阈值 10%（前值 38.70%）,2026-06-17 23:11:42,2025-05-03T14:20:00.000Z,21.67,58,待处理,,,,否,
a_mqioqsix74,常温试剂柜,SENS-004,湿度漂移,湿度突变 16.70%，超过阈值 10%（前值 22.00%）,2026-06-17 23:11:42,2025-05-03T13:20:00.000Z,21.73,38.7,待处理,,,,否,
a_mqioqsix97,常温试剂柜,SENS-004,湿度越下限,湿度 22.00% 低于下限 30%,2026-06-17 23:11:42,2025-05-03T13:15:00.000Z,22.24,22,待处理,,,,否,
a_mqioqsix57,常温试剂柜,SENS-004,湿度漂移,湿度突变 18.20%，超过阈值 10%（前值 40.20%）,2026-06-17 23:11:42,2025-05-03T13:15:00.000Z,22.24,22,待处理,,,,否,
a_mqioqsiwe5,常温试剂柜,SENS-004,温度漂移,温度突变 4.31℃，超过阈值 2℃（前值 26.41℃）,2026-06-17 23:11:42,2025-05-03T13:00:00.000Z,22.1,40.2,待处理,,,,否,
a_mqioqsiw63,常温试剂柜,SENS-004,温度漂移,温度突变 4.66℃，超过阈值 2℃（前值 21.75℃）,2026-06-17 23:11:42,2025-05-03T12:55:00.000Z,26.41,41,待处理,,,,否,
a_mqioqsiwc0,常温试剂柜,SENS-004,温度漂移,温度突变 3.84℃，超过阈值 2℃（前值 26.10℃）,2026-06-17 23:11:42,2025-05-03T09:55:00.000Z,22.26,40,待处理,,,,否,
a_mqioqsiw7a,常温试剂柜,SENS-004,温度漂移,温度突变 3.93℃，超过阈值 2℃（前值 22.17℃）,2026-06-17 23:11:42,2025-05-03T09:50:00.000Z,26.1,38.8,待处理,,,,否,
a_mqioqsiw40,常温试剂柜,SENS-004,湿度漂移,湿度突变 19.10%，超过阈值 10%（前值 58.00%）,2026-06-17 23:11:42,2025-05-03T09:30:00.000Z,21.99,38.9,待处理,,,,否,
a_mqioqsiwf2,常温试剂柜,SENS-004,湿度漂移,湿度突变 16.40%，超过阈值 10%（前值 41.60%）,2026-06-17 23:11:42,2025-05-03T09:25:00.000Z,22.24,58,待处理,,,,否,
a_mqioqsiw5e,常温试剂柜,SENS-004,温度漂移,温度突变 3.82℃，超过阈值 2℃（前值 18.08℃）,2026-06-17 23:11:42,2025-05-03T08:25:00.000Z,21.9,41,待处理,,,,否,
a_mqioqsiw1a,常温试剂柜,SENS-004,温度漂移,温度突变 3.63℃，超过阈值 2℃（前值 21.71℃）,2026-06-17 23:11:42,2025-05-03T08:20:00.000Z,18.08,39.1,待处理,,,,否,
a_mqioqsivec,常温试剂柜,SENS-004,温度漂移,温度突变 4.11℃，超过阈值 2℃（前值 26.24℃）,2026-06-17 23:11:42,2025-05-03T06:50:00.000Z,22.13,40.7,待处理,,,,否,
a_mqioqsivc6,常温试剂柜,SENS-004,温度漂移,温度突变 4.64℃，超过阈值 2℃（前值 21.60℃）,2026-06-17 23:11:42,2025-05-03T06:45:00.000Z,26.24,41.4,待处理,,,,否,
a_mqioqsiv41,常温试剂柜,SENS-004,湿度漂移,湿度突变 17.50%，超过阈值 10%（前值 58.20%）,2026-06-17 23:11:42,2025-05-03T06:35:00.000Z,21.65,40.7,待处理,,,,否,
a_mqioqsivba,常温试剂柜,SENS-004,湿度漂移,湿度突变 18.00%，超过阈值 10%（前值 40.20%）,2026-06-17 23:11:42,2025-05-03T06:30:00.000Z,22.02,58.2,待处理,,,,否,
a_mqioqsiv29,常温试剂柜,SENS-004,湿度漂移,湿度突变 19.70%，超过阈值 10%（前值 22.00%）,2026-06-17 23:11:42,2025-05-03T05:55:00.000Z,21.82,41.7,待处理,,,,否,
a_mqioqsiu2e,常温试剂柜,SENS-004,湿度越下限,湿度 22.00% 低于下限 30%,2026-06-17 23:11:42,2025-05-03T05:50:00.000Z,21.75,22,待处理,,,,否,
a_mqioqsiu21,常温试剂柜,SENS-004,湿度漂移,湿度突变 19.40%，超过阈值 10%（前值 41.40%）,2026-06-17 23:11:42,2025-05-03T05:50:00.000Z,21.75,22,待处理,,,,否,
a_mqioqsiub3,常温试剂柜,SENS-004,湿度漂移,湿度突变 18.90%，超过阈值 10%（前值 58.00%）,2026-06-17 23:11:42,2025-05-03T04:35:00.000Z,21.73,39.1,待处理,,,,否,
a_mqioqsiu21,常温试剂柜,SENS-004,湿度漂移,湿度突变 17.90%，超过阈值 10%（前值 40.10%）,2026-06-17 23:11:42,2025-05-03T04:30:00.000Z,21.98,58,待处理,,,,否,
a_mqioqsiu75,常温试剂柜,SENS-004,温度漂移,温度突变 4.12℃，超过阈值 2℃（前值 25.87℃）,2026-06-17 23:11:42,2025-05-03T03:45:00.000Z,21.75,41.7,待处理,,,,否,
a_mqioqsiubd,常温试剂柜,SENS-004,温度漂移,温度突变 3.97℃，超过阈值 2℃（前值 21.90℃）,2026-06-17 23:11:42,2025-05-03T03:40:00.000Z,25.87,40.4,待处理,,,,否,
a_mqioqsiu65,常温试剂柜,SENS-004,温度漂移,温度突变 4.51℃，超过阈值 2℃（前值 17.82℃）,2026-06-17 23:11:42,2025-05-03T02:20:00.000Z,22.33,40.8,待处理,,,,否,
a_mqioqsiuc1,常温试剂柜,SENS-004,温度漂移,温度突变 4.10℃，超过阈值 2℃（前值 21.92℃）,2026-06-17 23:11:42,2025-05-03T02:15:00.000Z,17.82,39.1,待处理,,,,否,
a_mqioqsiud3,常温试剂柜,SENS-004,温度漂移,温度突变 5.54℃，超过阈值 2℃（前值 27.37℃）,2026-06-17 23:11:42,2025-05-03T00:40:00.000Z,21.83,40.3,待处理,,,,否,
a_mqioqsit75,常温试剂柜,SENS-004,温度漂移,温度突变 5.12℃，超过阈值 2℃（前值 22.25℃）,2026-06-17 23:11:42,2025-05-03T00:35:00.000Z,27.37,39.1,待处理,,,,否,
a_mqioqsit0d,常温试剂柜,SENS-004,湿度漂移,湿度突变 19.00%，超过阈值 10%（前值 58.00%）,2026-06-17 23:11:42,2025-05-02T23:40:00.000Z,22.08,39,待处理,,,,否,
a_mqioqsitc1,常温试剂柜,SENS-004,湿度漂移,湿度突变 18.80%，超过阈值 10%（前值 39.20%）,2026-06-17 23:11:42,2025-05-02T23:35:00.000Z,22.2,58,待处理,,,,否,
a_mqioqsit12,常温试剂柜,SENS-004,湿度漂移,湿度突变 18.00%，超过阈值 10%（前值 22.00%）,2026-06-17 23:11:42,2025-05-02T22:30:00.000Z,22.18,40,待处理,,,,否,
a_mqioqsit8d,常温试剂柜,SENS-004,湿度越下限,湿度 22.00% 低于下限 30%,2026-06-17 23:11:42,2025-05-02T22:25:00.000Z,21.69,22,待处理,,,,否,
a_mqioqsit11,常温试剂柜,SENS-004,湿度漂移,湿度突变 19.30%，超过阈值 10%（前值 41.30%）,2026-06-17 23:11:42,2025-05-02T22:25:00.000Z,21.69,22,待处理,,,,否,
a_mqioqsite9,常温试剂柜,SENS-004,温度漂移,温度突变 3.95℃，超过阈值 2℃（前值 25.79℃）,2026-06-17 23:11:42,2025-05-02T21:35:00.000Z,21.84,39.9,待处理,,,,否,
a_mqioqsit01,常温试剂柜,SENS-004,温度漂移,温度突变 3.82℃，超过阈值 2℃（前值 21.97℃）,2026-06-17 23:11:42,2025-05-02T21:30:00.000Z,25.79,38.2,待处理,,,,否,
a_mqioqsitb0,常温试剂柜,SENS-004,湿度漂移,湿度突变 18.30%，超过阈值 10%（前值 21.60%）,2026-06-17 23:11:42,2025-05-02T21:10:00.000Z,21.68,39.9,待处理,,,,否,
a_mqioqsis30,常温试剂柜,SENS-004,湿度越下限,湿度 21.60% 低于下限 30%,2026-06-17 23:11:42,2025-05-02T21:05:00.000Z,22,21.6,待处理,,,,否,
a_mqioqsis4d,常温试剂柜,SENS-004,湿度漂移,湿度突变 18.00%，超过阈值 10%（前值 39.60%）,2026-06-17 23:11:42,2025-05-02T21:05:00.000Z,22,21.6,待处理,,,,否,
a_mqioqsise6,常温试剂柜,SENS-004,温度漂移,温度突变 4.86℃，超过阈值 2℃（前值 17.37℃）,2026-06-17 23:11:42,2025-05-02T20:15:00.000Z,22.23,40.3,待处理,,,,否,
a_mqioqsisa7,常温试剂柜,SENS-004,温度漂移,温度突变 4.98℃，超过阈值 2℃（前值 22.35℃）,2026-06-17 23:11:42,2025-05-02T20:10:00.000Z,17.37,40.1,待处理,,,,否,
