异常ID,传感器,传感器ID,类型,描述,检测时间,读数时间,温度,湿度,当前状态,处理人,处理原因,标注时间,是否回滚,回滚原因
a_mqird6x8a6,一号冷库,SENS-001,温度越下限,温度 4.86℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-06T00:35:00.000Z,4.86,37,待处理,,,,否,
a_mqird6x8be,一号冷库,SENS-001,湿度漂移,湿度突变 17.90%，超过阈值 10%（前值 54.90%）,2026-06-18 00:25:07,2025-05-06T00:35:00.000Z,4.86,37,待处理,,,,否,
a_mqird6x7bd,一号冷库,SENS-001,温度越下限,温度 4.67℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-06T00:30:00.000Z,4.67,54.9,待处理,,,,否,
a_mqird6x7e1,一号冷库,SENS-001,湿度漂移,湿度突变 18.60%，超过阈值 10%（前值 36.30%）,2026-06-18 00:25:07,2025-05-06T00:30:00.000Z,4.67,54.9,待处理,,,,否,
a_mqird6x64c,一号冷库,SENS-001,温度越下限,温度 4.46℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-06T00:25:00.000Z,4.46,36.3,待处理,,,,否,
a_mqird6x7e4,一号冷库,SENS-001,湿度漂移,湿度突变 18.00%，超过阈值 10%（前值 54.30%）,2026-06-18 00:25:07,2025-05-06T00:25:00.000Z,4.46,36.3,待处理,,,,否,
a_mqird6x659,一号冷库,SENS-001,温度越下限,温度 4.25℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-06T00:20:00.000Z,4.25,54.3,待处理,,,,否,
a_mqird6x619,一号冷库,SENS-001,温度越下限,温度 4.16℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-06T00:15:00.000Z,4.16,54,待处理,,,,否,
a_mqird6x6ae,一号冷库,SENS-001,温度越下限,温度 4.65℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-06T00:10:00.000Z,4.65,54.7,待处理,,,,否,
a_mqird6x588,一号冷库,SENS-001,温度越下限,温度 4.11℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-06T00:05:00.000Z,4.11,57,待处理,,,,否,
a_mqird6x561,一号冷库,SENS-001,温度越下限,温度 4.64℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-06T00:00:00.000Z,4.64,54.4,待处理,,,,否,
a_mqird6x59d,一号冷库,SENS-001,温度越下限,温度 4.74℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T23:55:00.000Z,4.74,55.2,待处理,,,,否,
a_mqird6x5b2,一号冷库,SENS-001,温度越下限,温度 4.58℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T23:50:00.000Z,4.58,55.7,待处理,,,,否,
a_mqird6x583,一号冷库,SENS-001,温度越下限,温度 4.57℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T23:45:00.000Z,4.57,55.6,待处理,,,,否,
a_mqird6x401,一号冷库,SENS-001,温度越下限,温度 4.46℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T23:40:00.000Z,4.46,56.1,待处理,,,,否,
a_mqird6x4e8,一号冷库,SENS-001,温度越下限,温度 4.60℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T23:35:00.000Z,4.6,53,待处理,,,,否,
a_mqird6x4af,一号冷库,SENS-001,温度漂移,温度突变 5.05℃，超过阈值 2℃（前值 9.65℃）,2026-06-18 00:25:07,2025-05-05T23:35:00.000Z,4.6,53,待处理,,,,否,
a_mqird6x4ae,一号冷库,SENS-001,温度越下限,温度 9.65℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T23:30:00.000Z,9.65,55,待处理,,,,否,
a_mqird6x49a,一号冷库,SENS-001,温度漂移,温度突变 5.02℃，超过阈值 2℃（前值 4.63℃）,2026-06-18 00:25:07,2025-05-05T23:30:00.000Z,9.65,55,待处理,,,,否,
a_mqird6x4b8,一号冷库,SENS-001,温度越下限,温度 4.63℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T23:25:00.000Z,4.63,54.3,待处理,,,,否,
a_mqird6x36d,一号冷库,SENS-001,温度越下限,温度 4.54℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T23:20:00.000Z,4.54,56,待处理,,,,否,
a_mqird6x3b1,一号冷库,SENS-001,温度越下限,温度 4.25℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T23:15:00.000Z,4.25,53.3,待处理,,,,否,
a_mqird6x32c,一号冷库,SENS-001,温度越下限,温度 4.35℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T23:10:00.000Z,4.35,53.3,待处理,,,,否,
a_mqird6x3f9,一号冷库,SENS-001,温度越下限,温度 4.49℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T23:05:00.000Z,4.49,55.6,待处理,,,,否,
a_mqird6x26c,一号冷库,SENS-001,温度越下限,温度 4.68℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T23:00:00.000Z,4.68,56.9,待处理,,,,否,
a_mqird6x260,一号冷库,SENS-001,温度越下限,温度 4.59℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T22:55:00.000Z,4.59,54.5,待处理,,,,否,
a_mqird6x292,一号冷库,SENS-001,温度越下限,温度 4.35℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T22:50:00.000Z,4.35,56.9,待处理,,,,否,
a_mqird6x2cb,一号冷库,SENS-001,温度越下限,温度 4.12℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T22:45:00.000Z,4.12,56.4,待处理,,,,否,
a_mqird6x188,一号冷库,SENS-001,温度越下限,温度 4.30℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T22:40:00.000Z,4.3,56.5,待处理,,,,否,
a_mqird6x141,一号冷库,SENS-001,温度越下限,温度 4.64℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T22:35:00.000Z,4.64,54.7,待处理,,,,否,
a_mqird6x16e,一号冷库,SENS-001,温度越下限,温度 4.70℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T22:30:00.000Z,4.7,54.6,待处理,,,,否,
a_mqird6x172,一号冷库,SENS-001,温度越下限,温度 4.79℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T22:25:00.000Z,4.79,54.1,待处理,,,,否,
a_mqird6x167,一号冷库,SENS-001,温度越下限,温度 4.31℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T22:20:00.000Z,4.31,55.5,待处理,,,,否,
a_mqird6x020,一号冷库,SENS-001,温度越下限,温度 4.57℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T22:15:00.000Z,4.57,54,待处理,,,,否,
a_mqird6x009,一号冷库,SENS-001,温度越下限,温度 4.22℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T22:10:00.000Z,4.22,53.9,待处理,,,,否,
a_mqird6x07f,一号冷库,SENS-001,温度越下限,温度 4.68℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T22:05:00.000Z,4.68,54,待处理,,,,否,
a_mqird6x0aa,一号冷库,SENS-001,温度越下限,温度 4.26℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T22:00:00.000Z,4.26,53.5,待处理,,,,否,
a_mqird6x046,一号冷库,SENS-001,温度越下限,温度 4.70℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T21:55:00.000Z,4.7,54.5,待处理,,,,否,
a_mqird6x00a,一号冷库,SENS-001,温度越下限,温度 4.68℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T21:50:00.000Z,4.68,57,待处理,,,,否,
a_mqird6wzcc,一号冷库,SENS-001,温度越下限,温度 4.29℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T21:45:00.000Z,4.29,55.5,待处理,,,,否,
a_mqird6wzdf,一号冷库,SENS-001,温度越下限,温度 4.37℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T21:40:00.000Z,4.37,54.6,待处理,,,,否,
a_mqird6wzeb,一号冷库,SENS-001,温度越下限,温度 4.86℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T21:35:00.000Z,4.86,55,待处理,,,,否,
a_mqird6wzf7,一号冷库,SENS-001,温度越下限,温度 4.40℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T21:30:00.000Z,4.4,54.9,待处理,,,,否,
a_mqird6wy26,一号冷库,SENS-001,温度越下限,温度 4.57℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T21:25:00.000Z,4.57,56.9,待处理,,,,否,
a_mqird6wya8,一号冷库,SENS-001,温度越下限,温度 4.14℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T21:20:00.000Z,4.14,54.8,待处理,,,,否,
a_mqird6wxbc,一号冷库,SENS-001,温度越下限,温度 4.33℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T21:15:00.000Z,4.33,54.2,待处理,,,,否,
a_mqird6wy6b,一号冷库,SENS-001,温度漂移,温度突变 4.84℃，超过阈值 2℃（前值 -0.51℃）,2026-06-18 00:25:07,2025-05-05T21:15:00.000Z,4.33,54.2,待处理,,,,否,
a_mqird6wxca,一号冷库,SENS-001,温度越下限,温度 -0.51℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T21:10:00.000Z,-0.51,53.6,待处理,,,,否,
a_mqird6wx88,一号冷库,SENS-001,温度漂移,温度突变 5.23℃，超过阈值 2℃（前值 4.72℃）,2026-06-18 00:25:07,2025-05-05T21:10:00.000Z,-0.51,53.6,待处理,,,,否,
a_mqird6ww10,一号冷库,SENS-001,温度越下限,温度 4.72℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T21:05:00.000Z,4.72,55.8,待处理,,,,否,
a_mqird6ww59,一号冷库,SENS-001,温度越下限,温度 4.44℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T21:00:00.000Z,4.44,55.5,待处理,,,,否,
a_mqird6wwcc,一号冷库,SENS-001,温度越下限,温度 4.34℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T20:55:00.000Z,4.34,55.9,待处理,,,,否,
a_mqird6ww32,一号冷库,SENS-001,温度越下限,温度 4.57℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T20:50:00.000Z,4.57,55.2,待处理,,,,否,
a_mqird6wwae,一号冷库,SENS-001,温度越下限,温度 4.61℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T20:45:00.000Z,4.61,53.3,待处理,,,,否,
a_mqird6wv62,一号冷库,SENS-001,温度越下限,温度 4.54℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T20:40:00.000Z,4.54,56.8,待处理,,,,否,
a_mqird6wv25,一号冷库,SENS-001,温度越下限,温度 4.41℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T20:35:00.000Z,4.41,54.1,待处理,,,,否,
a_mqird6wv4a,一号冷库,SENS-001,温度越下限,温度 4.15℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T20:30:00.000Z,4.15,54.2,待处理,,,,否,
a_mqird6wvdf,一号冷库,SENS-001,温度漂移,温度突变 4.84℃，超过阈值 2℃（前值 8.99℃）,2026-06-18 00:25:07,2025-05-05T20:30:00.000Z,4.15,54.2,待处理,,,,否,
a_mqird6wv1b,一号冷库,SENS-001,湿度漂移,湿度突变 18.80%，超过阈值 10%（前值 73.00%）,2026-06-18 00:25:07,2025-05-05T20:30:00.000Z,4.15,54.2,待处理,,,,否,
a_mqird6wuce,一号冷库,SENS-001,温度越下限,温度 8.99℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T20:25:00.000Z,8.99,73,待处理,,,,否,
a_mqird6wu8f,一号冷库,SENS-001,湿度越上限,湿度 73.00% 超过上限 70%,2026-06-18 00:25:07,2025-05-05T20:25:00.000Z,8.99,73,待处理,,,,否,
a_mqird6wu8a,一号冷库,SENS-001,温度漂移,温度突变 4.13℃，超过阈值 2℃（前值 4.86℃）,2026-06-18 00:25:07,2025-05-05T20:25:00.000Z,8.99,73,待处理,,,,否,
a_mqird6wu41,一号冷库,SENS-001,湿度漂移,湿度突变 16.60%，超过阈值 10%（前值 56.40%）,2026-06-18 00:25:07,2025-05-05T20:25:00.000Z,8.99,73,待处理,,,,否,
a_mqird6wua3,一号冷库,SENS-001,温度越下限,温度 4.86℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T20:20:00.000Z,4.86,56.4,待处理,,,,否,
a_mqird6wt52,一号冷库,SENS-001,温度越下限,温度 4.13℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T20:15:00.000Z,4.13,54.5,待处理,,,,否,
a_mqird6wtba,一号冷库,SENS-001,温度越下限,温度 4.15℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T20:10:00.000Z,4.15,53.1,待处理,,,,否,
a_mqird6wt3a,一号冷库,SENS-001,温度越下限,温度 4.66℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T20:05:00.000Z,4.66,55.5,待处理,,,,否,
a_mqird6wt27,一号冷库,SENS-001,温度越下限,温度 4.28℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T20:00:00.000Z,4.28,53.9,待处理,,,,否,
a_mqird6wt4a,一号冷库,SENS-001,温度越下限,温度 4.45℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T19:55:00.000Z,4.45,55.3,待处理,,,,否,
a_mqird6wsa2,一号冷库,SENS-001,温度越下限,温度 4.28℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T19:50:00.000Z,4.28,54.6,待处理,,,,否,
a_mqird6wsb8,一号冷库,SENS-001,温度越下限,温度 4.70℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T19:45:00.000Z,4.7,54.2,待处理,,,,否,
a_mqird6wsee,一号冷库,SENS-001,温度越下限,温度 4.39℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T19:40:00.000Z,4.39,53.9,待处理,,,,否,
a_mqird6ws1a,一号冷库,SENS-001,温度越下限,温度 4.24℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T19:35:00.000Z,4.24,56.3,待处理,,,,否,
a_mqird6ws9b,一号冷库,SENS-001,温度越下限,温度 4.30℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T19:30:00.000Z,4.3,54,待处理,,,,否,
a_mqird6ws3c,一号冷库,SENS-001,温度越下限,温度 4.50℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T19:25:00.000Z,4.5,55.6,待处理,,,,否,
a_mqird6wsfa,一号冷库,SENS-001,温度越下限,温度 4.29℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T19:20:00.000Z,4.29,55.4,待处理,,,,否,
a_mqird6wrff,一号冷库,SENS-001,温度越下限,温度 4.44℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T19:15:00.000Z,4.44,55.9,待处理,,,,否,
a_mqird6wr85,一号冷库,SENS-001,温度越下限,温度 4.51℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T19:10:00.000Z,4.51,55.1,待处理,,,,否,
a_mqird6wr62,一号冷库,SENS-001,温度越下限,温度 4.15℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T19:05:00.000Z,4.15,54.3,待处理,,,,否,
a_mqird6wr25,一号冷库,SENS-001,温度越下限,温度 4.83℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T19:00:00.000Z,4.83,54.7,待处理,,,,否,
a_mqird6wr59,一号冷库,SENS-001,温度越下限,温度 4.16℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T18:55:00.000Z,4.16,54.9,待处理,,,,否,
a_mqird6wqf5,一号冷库,SENS-001,温度越下限,温度 4.36℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T18:50:00.000Z,4.36,55.9,待处理,,,,否,
a_mqird6wqa3,一号冷库,SENS-001,温度越下限,温度 4.41℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T18:45:00.000Z,4.41,53.1,待处理,,,,否,
a_mqird6wq7d,一号冷库,SENS-001,温度越下限,温度 4.78℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T18:40:00.000Z,4.78,53.8,待处理,,,,否,
a_mqird6wq69,一号冷库,SENS-001,温度越下限,温度 6.35℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T18:35:00.000Z,6.35,53.6,待处理,,,,否,
a_mqird6wpbc,一号冷库,SENS-001,温度越下限,温度 4.50℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T18:30:00.000Z,4.5,54.5,待处理,,,,否,
a_mqird6wp39,一号冷库,SENS-001,温度越下限,温度 4.76℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T18:25:00.000Z,4.76,53.7,待处理,,,,否,
a_mqird6wp5a,一号冷库,SENS-001,温度越下限,温度 4.89℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T18:20:00.000Z,4.89,55,待处理,,,,否,
a_mqird6wpb5,一号冷库,SENS-001,温度越下限,温度 4.66℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T18:15:00.000Z,4.66,55.5,待处理,,,,否,
a_mqird6wp6b,一号冷库,SENS-001,温度越下限,温度 4.41℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T18:10:00.000Z,4.41,55.2,待处理,,,,否,
a_mqird6wp50,一号冷库,SENS-001,温度越下限,温度 4.46℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T18:05:00.000Z,4.46,55.9,待处理,,,,否,
a_mqird6wo03,一号冷库,SENS-001,温度越下限,温度 4.19℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T18:00:00.000Z,4.19,55.7,待处理,,,,否,
a_mqird6wob0,一号冷库,SENS-001,温度越下限,温度 4.15℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T17:55:00.000Z,4.15,54,待处理,,,,否,
a_mqird6wo97,一号冷库,SENS-001,温度越下限,温度 4.55℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T17:50:00.000Z,4.55,55,待处理,,,,否,
a_mqird6wo15,一号冷库,SENS-001,温度越下限,温度 4.43℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T17:45:00.000Z,4.43,53.6,待处理,,,,否,
a_mqird6wo53,一号冷库,SENS-001,温度越下限,温度 4.50℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T17:40:00.000Z,4.5,56.8,待处理,,,,否,
a_mqird6wo9c,一号冷库,SENS-001,温度越下限,温度 4.89℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T17:35:00.000Z,4.89,54.9,待处理,,,,否,
a_mqird6wnab,一号冷库,SENS-001,温度越下限,温度 4.30℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T17:30:00.000Z,4.3,55.9,待处理,,,,否,
a_mqird6wnda,一号冷库,SENS-001,温度越下限,温度 4.40℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T17:25:00.000Z,4.4,54.2,待处理,,,,否,
a_mqird6wn31,一号冷库,SENS-001,温度漂移,温度突变 4.27℃，超过阈值 2℃（前值 8.67℃）,2026-06-18 00:25:07,2025-05-05T17:25:00.000Z,4.4,54.2,待处理,,,,否,
a_mqird6wn18,一号冷库,SENS-001,温度越下限,温度 8.67℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T17:20:00.000Z,8.67,54.7,待处理,,,,否,
a_mqird6wndd,一号冷库,SENS-001,温度漂移,温度突变 3.80℃，超过阈值 2℃（前值 4.87℃）,2026-06-18 00:25:07,2025-05-05T17:20:00.000Z,8.67,54.7,待处理,,,,否,
a_mqird6wn2f,一号冷库,SENS-001,温度越下限,温度 4.87℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T17:15:00.000Z,4.87,54.2,待处理,,,,否,
a_mqird6wn53,一号冷库,SENS-001,湿度漂移,湿度突变 17.20%，超过阈值 10%（前值 37.00%）,2026-06-18 00:25:07,2025-05-05T17:15:00.000Z,4.87,54.2,待处理,,,,否,
a_mqird6wm99,一号冷库,SENS-001,温度越下限,温度 4.69℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T17:10:00.000Z,4.69,37,待处理,,,,否,
a_mqird6wn45,一号冷库,SENS-001,湿度漂移,湿度突变 18.00%，超过阈值 10%（前值 55.00%）,2026-06-18 00:25:07,2025-05-05T17:10:00.000Z,4.69,37,待处理,,,,否,
a_mqird6wm69,一号冷库,SENS-001,温度越下限,温度 4.77℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T17:05:00.000Z,4.77,55,待处理,,,,否,
a_mqird6wm53,一号冷库,SENS-001,温度越下限,温度 4.60℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T17:00:00.000Z,4.6,53.9,待处理,,,,否,
a_mqird6wm7d,一号冷库,SENS-001,温度越下限,温度 4.39℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T16:55:00.000Z,4.39,53.4,待处理,,,,否,
a_mqird6wmee,一号冷库,SENS-001,温度越下限,温度 4.67℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T16:50:00.000Z,4.67,56.6,待处理,,,,否,
a_mqird6wmf6,一号冷库,SENS-001,温度越下限,温度 4.85℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T16:45:00.000Z,4.85,55.9,待处理,,,,否,
a_mqird6wm64,一号冷库,SENS-001,温度越下限,温度 4.79℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T16:40:00.000Z,4.79,54.1,待处理,,,,否,
a_mqird6wme7,一号冷库,SENS-001,温度越下限,温度 4.38℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T16:35:00.000Z,4.38,54.2,待处理,,,,否,
a_mqird6wlf2,一号冷库,SENS-001,温度越下限,温度 4.57℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T16:30:00.000Z,4.57,54.6,待处理,,,,否,
a_mqird6wl97,一号冷库,SENS-001,温度越下限,温度 4.83℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T16:25:00.000Z,4.83,55.2,待处理,,,,否,
a_mqird6wldf,一号冷库,SENS-001,温度越下限,温度 4.45℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T16:20:00.000Z,4.45,54.4,待处理,,,,否,
a_mqird6wle8,一号冷库,SENS-001,温度越下限,温度 4.28℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T16:15:00.000Z,4.28,56.9,待处理,,,,否,
a_mqird6wl64,一号冷库,SENS-001,温度越下限,温度 4.24℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T16:10:00.000Z,4.24,55.4,待处理,,,,否,
a_mqird6wlc2,一号冷库,SENS-001,温度越下限,温度 4.60℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T16:05:00.000Z,4.6,56,待处理,,,,否,
a_mqird6wlad,一号冷库,SENS-001,温度越下限,温度 4.51℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T16:00:00.000Z,4.51,53.4,待处理,,,,否,
a_mqird6wl54,一号冷库,SENS-001,温度越下限,温度 4.35℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T15:55:00.000Z,4.35,53.3,待处理,,,,否,
a_mqird6wkf2,一号冷库,SENS-001,温度越下限,温度 4.56℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T15:50:00.000Z,4.56,53.4,待处理,,,,否,
a_mqird6wk32,一号冷库,SENS-001,温度越下限,温度 4.20℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T15:45:00.000Z,4.2,54.7,待处理,,,,否,
a_mqird6wkd9,一号冷库,SENS-001,温度越下限,温度 4.10℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T15:40:00.000Z,4.1,55.7,待处理,,,,否,
a_mqird6wk57,一号冷库,SENS-001,温度越下限,温度 4.87℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T15:35:00.000Z,4.87,53.6,待处理,,,,否,
a_mqird6wke5,一号冷库,SENS-001,湿度漂移,湿度突变 19.40%，超过阈值 10%（前值 73.00%）,2026-06-18 00:25:07,2025-05-05T15:35:00.000Z,4.87,53.6,待处理,,,,否,
a_mqird6wj98,一号冷库,SENS-001,温度越下限,温度 4.69℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T15:30:00.000Z,4.69,73,待处理,,,,否,
a_mqird6wkf5,一号冷库,SENS-001,湿度越上限,湿度 73.00% 超过上限 70%,2026-06-18 00:25:07,2025-05-05T15:30:00.000Z,4.69,73,待处理,,,,否,
a_mqird6wkfd,一号冷库,SENS-001,湿度漂移,湿度突变 19.90%，超过阈值 10%（前值 53.10%）,2026-06-18 00:25:07,2025-05-05T15:30:00.000Z,4.69,73,待处理,,,,否,
a_mqird6wj8c,一号冷库,SENS-001,温度越下限,温度 4.82℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T15:25:00.000Z,4.82,53.1,待处理,,,,否,
a_mqird6wj57,一号冷库,SENS-001,温度越下限,温度 4.46℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T15:20:00.000Z,4.46,55,待处理,,,,否,
a_mqird6wj2f,一号冷库,SENS-001,温度越下限,温度 4.90℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T15:15:00.000Z,4.9,54.6,待处理,,,,否,
a_mqird6wi23,一号冷库,SENS-001,温度越下限,温度 4.64℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T15:10:00.000Z,4.64,56.3,待处理,,,,否,
a_mqird6wj51,一号冷库,SENS-001,温度漂移,温度突变 5.31℃，超过阈值 2℃（前值 -0.67℃）,2026-06-18 00:25:07,2025-05-05T15:10:00.000Z,4.64,56.3,待处理,,,,否,
a_mqird6wifa,一号冷库,SENS-001,温度越下限,温度 -0.67℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T15:05:00.000Z,-0.67,55.8,待处理,,,,否,
a_mqird6wi25,一号冷库,SENS-001,温度漂移,温度突变 4.77℃，超过阈值 2℃（前值 4.10℃）,2026-06-18 00:25:07,2025-05-05T15:05:00.000Z,-0.67,55.8,待处理,,,,否,
a_mqird6wi8c,一号冷库,SENS-001,湿度漂移,湿度突变 18.50%，超过阈值 10%（前值 74.30%）,2026-06-18 00:25:07,2025-05-05T15:05:00.000Z,-0.67,55.8,待处理,,,,否,
a_mqird6whd4,一号冷库,SENS-001,温度越下限,温度 4.10℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T15:00:00.000Z,4.1,74.3,待处理,,,,否,
a_mqird6wh07,一号冷库,SENS-001,湿度越上限,湿度 74.30% 超过上限 70%,2026-06-18 00:25:07,2025-05-05T15:00:00.000Z,4.1,74.3,待处理,,,,否,
a_mqird6wibf,一号冷库,SENS-001,湿度漂移,湿度突变 18.00%，超过阈值 10%（前值 56.30%）,2026-06-18 00:25:07,2025-05-05T15:00:00.000Z,4.1,74.3,待处理,,,,否,
a_mqird6wh82,一号冷库,SENS-001,温度越下限,温度 4.42℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T14:55:00.000Z,4.42,56.3,待处理,,,,否,
a_mqird6whac,一号冷库,SENS-001,温度越下限,温度 4.23℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T14:50:00.000Z,4.23,53.8,待处理,,,,否,
a_mqird6wha6,一号冷库,SENS-001,温度越下限,温度 4.53℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T14:45:00.000Z,4.53,54.5,待处理,,,,否,
a_mqird6whf6,一号冷库,SENS-001,温度越下限,温度 4.26℃ 低于下限 15℃,2026-06-18 00:25:07,2025-05-05T14:40:00.000Z,4.26,53.6,待处理,,,,否,
