异常ID,传感器,传感器ID,类型,描述,检测时间,读数时间,温度,湿度,当前状态,处理人,处理原因,标注时间,是否回滚,回滚原因
a_mqj7848542,一号冷库,SENS-001,温度越下限,温度 4.55℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T06:35:00.000Z,4.55,54,待处理,,,,否,
a_mqj78484d7,一号冷库,SENS-001,温度越下限,温度 4.34℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T06:30:00.000Z,4.34,55.7,待处理,,,,否,
a_mqj7848474,一号冷库,SENS-001,温度越下限,温度 4.51℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T06:25:00.000Z,4.51,56.9,待处理,,,,否,
a_mqj7848493,一号冷库,SENS-001,温度越下限,温度 4.42℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T06:20:00.000Z,4.42,53.7,待处理,,,,否,
a_mqj7848430,一号冷库,SENS-001,湿度漂移,湿度突变 19.30%，超过阈值 10%（前值 73.00%）,2026-06-18 07:49:04,2025-05-06T06:20:00.000Z,4.42,53.7,待处理,,,,否,
a_mqj78483ca,一号冷库,SENS-001,温度越下限,温度 4.48℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T06:15:00.000Z,4.48,73,待处理,,,,否,
a_mqj78483b6,一号冷库,SENS-001,湿度越上限,湿度 73.00% 超过上限 70%,2026-06-18 07:49:04,2025-05-06T06:15:00.000Z,4.48,73,待处理,,,,否,
a_mqj78483d8,一号冷库,SENS-001,湿度漂移,湿度突变 18.20%，超过阈值 10%（前值 54.80%）,2026-06-18 07:49:04,2025-05-06T06:15:00.000Z,4.48,73,待处理,,,,否,
a_mqj78483a1,一号冷库,SENS-001,温度越下限,温度 4.44℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T06:10:00.000Z,4.44,54.8,待处理,,,,否,
a_mqj7848328,一号冷库,SENS-001,温度越下限,温度 4.64℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T06:05:00.000Z,4.64,56,待处理,,,,否,
a_mqj7848373,一号冷库,SENS-001,温度越下限,温度 4.61℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T06:00:00.000Z,4.61,55.6,待处理,,,,否,
a_mqj784827c,一号冷库,SENS-001,温度越下限,温度 4.53℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T05:55:00.000Z,4.53,55.7,待处理,,,,否,
a_mqj7848275,一号冷库,SENS-001,温度越下限,温度 4.14℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T05:50:00.000Z,4.14,55.7,待处理,,,,否,
a_mqj78482f0,一号冷库,SENS-001,温度越下限,温度 4.46℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T05:45:00.000Z,4.46,55.6,待处理,,,,否,
a_mqj784822f,一号冷库,SENS-001,温度漂移,温度突变 4.27℃，超过阈值 2℃（前值 8.73℃）,2026-06-18 07:49:04,2025-05-06T05:45:00.000Z,4.46,55.6,待处理,,,,否,
a_mqj7848196,一号冷库,SENS-001,温度越下限,温度 8.73℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T05:40:00.000Z,8.73,55.2,待处理,,,,否,
a_mqj7848204,一号冷库,SENS-001,温度漂移,温度突变 3.97℃，超过阈值 2℃（前值 4.76℃）,2026-06-18 07:49:04,2025-05-06T05:40:00.000Z,8.73,55.2,待处理,,,,否,
a_mqj784816c,一号冷库,SENS-001,温度越下限,温度 4.76℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T05:35:00.000Z,4.76,53.8,待处理,,,,否,
a_mqj78481d0,一号冷库,SENS-001,温度越下限,温度 4.21℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T05:30:00.000Z,4.21,55.4,待处理,,,,否,
a_mqj78481e5,一号冷库,SENS-001,温度越下限,温度 4.20℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T05:25:00.000Z,4.2,53.4,待处理,,,,否,
a_mqj7848188,一号冷库,SENS-001,温度越下限,温度 4.82℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T05:20:00.000Z,4.82,56.1,待处理,,,,否,
a_mqj78481f8,一号冷库,SENS-001,温度越下限,温度 4.65℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T05:15:00.000Z,4.65,55.9,待处理,,,,否,
a_mqj784805f,一号冷库,SENS-001,温度越下限,温度 4.10℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T05:10:00.000Z,4.1,56.4,待处理,,,,否,
a_mqj784803f,一号冷库,SENS-001,温度越下限,温度 4.52℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T05:05:00.000Z,4.52,54.9,待处理,,,,否,
a_mqj78480d7,一号冷库,SENS-001,温度越下限,温度 4.64℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T05:00:00.000Z,4.64,55.1,待处理,,,,否,
a_mqj7848036,一号冷库,SENS-001,温度越下限,温度 4.80℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T04:55:00.000Z,4.8,55,待处理,,,,否,
a_mqj78480e0,一号冷库,SENS-001,温度越下限,温度 4.38℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T04:50:00.000Z,4.38,56.7,待处理,,,,否,
a_mqj784808a,一号冷库,SENS-001,温度越下限,温度 4.71℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T04:45:00.000Z,4.71,55.5,待处理,,,,否,
a_mqj7847z55,一号冷库,SENS-001,温度越下限,温度 4.42℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T04:40:00.000Z,4.42,55.7,待处理,,,,否,
a_mqj7847u18,一号冷库,SENS-001,温度越下限,温度 4.15℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T04:35:00.000Z,4.15,56.2,待处理,,,,否,
a_mqj7847t78,一号冷库,SENS-001,温度越下限,温度 4.59℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T04:30:00.000Z,4.59,56,待处理,,,,否,
a_mqj7847td9,一号冷库,SENS-001,温度越下限,温度 4.30℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T04:25:00.000Z,4.3,53.3,待处理,,,,否,
a_mqj7847t1c,一号冷库,SENS-001,温度越下限,温度 4.35℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T04:20:00.000Z,4.35,56.2,待处理,,,,否,
a_mqj7847tb5,一号冷库,SENS-001,温度越下限,温度 4.83℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T04:15:00.000Z,4.83,55,待处理,,,,否,
a_mqj7847t2b,一号冷库,SENS-001,温度越下限,温度 4.17℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T04:10:00.000Z,4.17,54.4,待处理,,,,否,
a_mqj7847s6d,一号冷库,SENS-001,温度越下限,温度 4.73℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T04:05:00.000Z,4.73,55.2,待处理,,,,否,
a_mqj7847s8e,一号冷库,SENS-001,温度越下限,温度 4.34℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T04:00:00.000Z,4.34,55.4,待处理,,,,否,
a_mqj7847s20,一号冷库,SENS-001,温度越下限,温度 4.57℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T03:55:00.000Z,4.57,53.7,待处理,,,,否,
a_mqj7847s2c,一号冷库,SENS-001,温度越下限,温度 4.21℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T03:50:00.000Z,4.21,56,待处理,,,,否,
a_mqj7847rc7,一号冷库,SENS-001,温度越下限,温度 4.47℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T03:45:00.000Z,4.47,55.7,待处理,,,,否,
a_mqj7847r64,一号冷库,SENS-001,温度越下限,温度 4.43℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T03:40:00.000Z,4.43,53.9,待处理,,,,否,
a_mqj7847rda,一号冷库,SENS-001,温度越下限,温度 4.12℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T03:35:00.000Z,4.12,53.1,待处理,,,,否,
a_mqj7847rca,一号冷库,SENS-001,温度越下限,温度 4.14℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T03:30:00.000Z,4.14,54.6,待处理,,,,否,
a_mqj7847r07,一号冷库,SENS-001,温度越下限,温度 4.29℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T03:25:00.000Z,4.29,53.6,待处理,,,,否,
a_mqj7847qe8,一号冷库,SENS-001,温度越下限,温度 4.21℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T03:20:00.000Z,4.21,53.4,待处理,,,,否,
a_mqj7847r4f,一号冷库,SENS-001,温度漂移,温度突变 4.15℃，超过阈值 2℃（前值 0.06℃）,2026-06-18 07:49:04,2025-05-06T03:20:00.000Z,4.21,53.4,待处理,,,,否,
a_mqj7847q41,一号冷库,SENS-001,温度越下限,温度 0.06℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T03:15:00.000Z,0.06,56,待处理,,,,否,
a_mqj7847q7e,一号冷库,SENS-001,温度漂移,温度突变 4.52℃，超过阈值 2℃（前值 4.58℃）,2026-06-18 07:49:04,2025-05-06T03:15:00.000Z,0.06,56,待处理,,,,否,
a_mqj7847qd7,一号冷库,SENS-001,温度越下限,温度 4.58℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T03:10:00.000Z,4.58,55.8,待处理,,,,否,
a_mqj7847p32,一号冷库,SENS-001,温度越下限,温度 4.52℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T03:05:00.000Z,4.52,53.5,待处理,,,,否,
a_mqj7847p09,一号冷库,SENS-001,温度越下限,温度 3.41℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T03:00:00.000Z,3.41,55,待处理,,,,否,
a_mqj7847p9f,一号冷库,SENS-001,温度越下限,温度 4.28℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T02:55:00.000Z,4.28,55.6,待处理,,,,否,
a_mqj7847p8e,一号冷库,SENS-001,温度越下限,温度 4.77℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T02:50:00.000Z,4.77,53.5,待处理,,,,否,
a_mqj7847pd5,一号冷库,SENS-001,温度越下限,温度 4.55℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T02:45:00.000Z,4.55,54.1,待处理,,,,否,
a_mqj7847oc2,一号冷库,SENS-001,温度越下限,温度 4.31℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T02:40:00.000Z,4.31,54.6,待处理,,,,否,
a_mqj7847ocd,一号冷库,SENS-001,温度漂移,温度突变 3.94℃，超过阈值 2℃（前值 8.25℃）,2026-06-18 07:49:04,2025-05-06T02:40:00.000Z,4.31,54.6,待处理,,,,否,
a_mqj7847oba,一号冷库,SENS-001,温度越下限,温度 8.25℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T02:35:00.000Z,8.25,56.8,待处理,,,,否,
a_mqj7847o22,一号冷库,SENS-001,温度漂移,温度突变 4.13℃，超过阈值 2℃（前值 4.12℃）,2026-06-18 07:49:04,2025-05-06T02:35:00.000Z,8.25,56.8,待处理,,,,否,
a_mqj7847o2b,一号冷库,SENS-001,温度越下限,温度 4.12℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T02:30:00.000Z,4.12,54.5,待处理,,,,否,
a_mqj7847n10,一号冷库,SENS-001,温度越下限,温度 4.82℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T02:25:00.000Z,4.82,54.1,待处理,,,,否,
a_mqj7847n10,一号冷库,SENS-001,温度越下限,温度 4.50℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T02:20:00.000Z,4.5,54,待处理,,,,否,
a_mqj7847nb5,一号冷库,SENS-001,温度越下限,温度 4.26℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T02:15:00.000Z,4.26,54.1,待处理,,,,否,
a_mqj7847nbe,一号冷库,SENS-001,温度越下限,温度 4.18℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T02:10:00.000Z,4.18,56.9,待处理,,,,否,
a_mqj7847m02,一号冷库,SENS-001,温度越下限,温度 4.31℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T02:05:00.000Z,4.31,54.8,待处理,,,,否,
a_mqj7847m66,一号冷库,SENS-001,温度越下限,温度 4.57℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T02:00:00.000Z,4.57,56.8,待处理,,,,否,
a_mqj7847m98,一号冷库,SENS-001,温度越下限,温度 4.43℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T01:55:00.000Z,4.43,56.9,待处理,,,,否,
a_mqj7847me9,一号冷库,SENS-001,温度越下限,温度 4.64℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T01:50:00.000Z,4.64,53.8,待处理,,,,否,
a_mqj7847m4a,一号冷库,SENS-001,温度越下限,温度 4.78℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T01:45:00.000Z,4.78,53.2,待处理,,,,否,
a_mqj7847lad,一号冷库,SENS-001,温度越下限,温度 4.49℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T01:40:00.000Z,4.49,56.9,待处理,,,,否,
a_mqj7847l19,一号冷库,SENS-001,温度越下限,温度 4.43℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T01:35:00.000Z,4.43,53.6,待处理,,,,否,
a_mqj7847l1e,一号冷库,SENS-001,温度越下限,温度 4.63℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T01:30:00.000Z,4.63,54.1,待处理,,,,否,
a_mqj7847l95,一号冷库,SENS-001,温度越下限,温度 4.90℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T01:25:00.000Z,4.9,55.5,待处理,,,,否,
a_mqj7847l76,一号冷库,SENS-001,湿度漂移,湿度突变 17.50%，超过阈值 10%（前值 73.00%）,2026-06-18 07:49:04,2025-05-06T01:25:00.000Z,4.9,55.5,待处理,,,,否,
a_mqj7847ka7,一号冷库,SENS-001,温度越下限,温度 4.22℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T01:20:00.000Z,4.22,73,待处理,,,,否,
a_mqj7847kc8,一号冷库,SENS-001,湿度越上限,湿度 73.00% 超过上限 70%,2026-06-18 07:49:04,2025-05-06T01:20:00.000Z,4.22,73,待处理,,,,否,
a_mqj7847k38,一号冷库,SENS-001,湿度漂移,湿度突变 19.00%，超过阈值 10%（前值 54.00%）,2026-06-18 07:49:04,2025-05-06T01:20:00.000Z,4.22,73,待处理,,,,否,
a_mqj7847k55,一号冷库,SENS-001,温度越下限,温度 4.65℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T01:15:00.000Z,4.65,54,待处理,,,,否,
a_mqj7847je2,一号冷库,SENS-001,温度越下限,温度 4.59℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T01:10:00.000Z,4.59,55.4,待处理,,,,否,
a_mqj7847j4b,一号冷库,SENS-001,温度越下限,温度 4.53℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T01:05:00.000Z,4.53,54.5,待处理,,,,否,
a_mqj7847j7a,一号冷库,SENS-001,温度越下限,温度 4.57℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T01:00:00.000Z,4.57,55.7,待处理,,,,否,
a_mqj7847jd0,一号冷库,SENS-001,温度越下限,温度 4.90℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T00:55:00.000Z,4.9,55.2,待处理,,,,否,
a_mqj7847jda,一号冷库,SENS-001,温度越下限,温度 4.30℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T00:50:00.000Z,4.3,56.8,待处理,,,,否,
a_mqj7847jec,一号冷库,SENS-001,温度越下限,温度 4.13℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T00:45:00.000Z,4.13,53.7,待处理,,,,否,
a_mqj7847i05,一号冷库,SENS-001,温度越下限,温度 4.75℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T00:40:00.000Z,4.75,53.7,待处理,,,,否,
a_mqj7847i74,一号冷库,SENS-001,湿度漂移,湿度突变 16.70%，超过阈值 10%（前值 37.00%）,2026-06-18 07:49:04,2025-05-06T00:40:00.000Z,4.75,53.7,待处理,,,,否,
a_mqj7847i0c,一号冷库,SENS-001,温度越下限,温度 4.86℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T00:35:00.000Z,4.86,37,待处理,,,,否,
a_mqj7847iea,一号冷库,SENS-001,湿度漂移,湿度突变 17.90%，超过阈值 10%（前值 54.90%）,2026-06-18 07:49:04,2025-05-06T00:35:00.000Z,4.86,37,待处理,,,,否,
a_mqj7847hf4,一号冷库,SENS-001,温度越下限,温度 4.67℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T00:30:00.000Z,4.67,54.9,待处理,,,,否,
a_mqj7847hb2,一号冷库,SENS-001,湿度漂移,湿度突变 18.60%，超过阈值 10%（前值 36.30%）,2026-06-18 07:49:04,2025-05-06T00:30:00.000Z,4.67,54.9,待处理,,,,否,
a_mqj7847gd8,一号冷库,SENS-001,温度越下限,温度 4.46℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T00:25:00.000Z,4.46,36.3,待处理,,,,否,
a_mqj7847h80,一号冷库,SENS-001,湿度漂移,湿度突变 18.00%，超过阈值 10%（前值 54.30%）,2026-06-18 07:49:04,2025-05-06T00:25:00.000Z,4.46,36.3,待处理,,,,否,
a_mqj7846ye6,一号冷库,SENS-001,温度越下限,温度 4.25℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T00:20:00.000Z,4.25,54.3,待处理,,,,否,
a_mqj7846y0c,一号冷库,SENS-001,温度越下限,温度 4.16℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T00:15:00.000Z,4.16,54,待处理,,,,否,
a_mqj7846xda,一号冷库,SENS-001,温度越下限,温度 4.65℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T00:10:00.000Z,4.65,54.7,待处理,,,,否,
a_mqj7846x4d,一号冷库,SENS-001,温度越下限,温度 4.11℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T00:05:00.000Z,4.11,57,待处理,,,,否,
a_mqj7846x30,一号冷库,SENS-001,温度越下限,温度 4.64℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-06T00:00:00.000Z,4.64,54.4,待处理,,,,否,
a_mqj7846xdc,一号冷库,SENS-001,温度越下限,温度 4.74℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T23:55:00.000Z,4.74,55.2,待处理,,,,否,
a_mqj7846x1c,一号冷库,SENS-001,温度越下限,温度 4.58℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T23:50:00.000Z,4.58,55.7,待处理,,,,否,
a_mqj7846x33,一号冷库,SENS-001,温度越下限,温度 4.57℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T23:45:00.000Z,4.57,55.6,待处理,,,,否,
a_mqj7846w52,一号冷库,SENS-001,温度越下限,温度 4.46℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T23:40:00.000Z,4.46,56.1,待处理,,,,否,
a_mqj7846wc3,一号冷库,SENS-001,温度越下限,温度 4.60℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T23:35:00.000Z,4.6,53,待处理,,,,否,
a_mqj7846w60,一号冷库,SENS-001,温度漂移,温度突变 5.05℃，超过阈值 2℃（前值 9.65℃）,2026-06-18 07:49:04,2025-05-05T23:35:00.000Z,4.6,53,待处理,,,,否,
a_mqj7846w34,一号冷库,SENS-001,温度越下限,温度 9.65℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T23:30:00.000Z,9.65,55,待处理,,,,否,
a_mqj7846w45,一号冷库,SENS-001,温度漂移,温度突变 5.02℃，超过阈值 2℃（前值 4.63℃）,2026-06-18 07:49:04,2025-05-05T23:30:00.000Z,9.65,55,待处理,,,,否,
a_mqj7846vc0,一号冷库,SENS-001,温度越下限,温度 4.63℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T23:25:00.000Z,4.63,54.3,待处理,,,,否,
a_mqj7846vac,一号冷库,SENS-001,温度越下限,温度 4.54℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T23:20:00.000Z,4.54,56,待处理,,,,否,
a_mqj7846v7e,一号冷库,SENS-001,温度越下限,温度 4.25℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T23:15:00.000Z,4.25,53.3,待处理,,,,否,
a_mqj7846vf5,一号冷库,SENS-001,温度越下限,温度 4.35℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T23:10:00.000Z,4.35,53.3,待处理,,,,否,
a_mqj7846ua1,一号冷库,SENS-001,温度越下限,温度 4.49℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T23:05:00.000Z,4.49,55.6,待处理,,,,否,
a_mqj7846ufc,一号冷库,SENS-001,温度越下限,温度 4.68℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T23:00:00.000Z,4.68,56.9,待处理,,,,否,
a_mqj7846u8f,一号冷库,SENS-001,温度越下限,温度 4.59℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T22:55:00.000Z,4.59,54.5,待处理,,,,否,
a_mqj7846u97,一号冷库,SENS-001,温度越下限,温度 4.35℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T22:50:00.000Z,4.35,56.9,待处理,,,,否,
a_mqj7846u09,一号冷库,SENS-001,温度越下限,温度 4.12℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T22:45:00.000Z,4.12,56.4,待处理,,,,否,
a_mqj7846te6,一号冷库,SENS-001,温度越下限,温度 4.30℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T22:40:00.000Z,4.3,56.5,待处理,,,,否,
a_mqj7846tf9,一号冷库,SENS-001,温度越下限,温度 4.64℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T22:35:00.000Z,4.64,54.7,待处理,,,,否,
a_mqj7846td2,一号冷库,SENS-001,温度越下限,温度 4.70℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T22:30:00.000Z,4.7,54.6,待处理,,,,否,
a_mqj7846td2,一号冷库,SENS-001,温度越下限,温度 4.79℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T22:25:00.000Z,4.79,54.1,待处理,,,,否,
a_mqj7846tcd,一号冷库,SENS-001,温度越下限,温度 4.31℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T22:20:00.000Z,4.31,55.5,待处理,,,,否,
a_mqj7846s6a,一号冷库,SENS-001,温度越下限,温度 4.57℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T22:15:00.000Z,4.57,54,待处理,,,,否,
a_mqj7846s47,一号冷库,SENS-001,温度越下限,温度 4.22℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T22:10:00.000Z,4.22,53.9,待处理,,,,否,
a_mqj7846s2d,一号冷库,SENS-001,温度越下限,温度 4.68℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T22:05:00.000Z,4.68,54,待处理,,,,否,
a_mqj7846sa9,一号冷库,SENS-001,温度越下限,温度 4.26℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T22:00:00.000Z,4.26,53.5,待处理,,,,否,
a_mqj7846s65,一号冷库,SENS-001,温度越下限,温度 4.70℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T21:55:00.000Z,4.7,54.5,待处理,,,,否,
a_mqj7846rcb,一号冷库,SENS-001,温度越下限,温度 4.68℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T21:50:00.000Z,4.68,57,待处理,,,,否,
a_mqj7846r5a,一号冷库,SENS-001,温度越下限,温度 4.29℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T21:45:00.000Z,4.29,55.5,待处理,,,,否,
a_mqj7846r36,一号冷库,SENS-001,温度越下限,温度 4.37℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T21:40:00.000Z,4.37,54.6,待处理,,,,否,
a_mqj7846rf2,一号冷库,SENS-001,温度越下限,温度 4.86℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T21:35:00.000Z,4.86,55,待处理,,,,否,
a_mqj7846q0b,一号冷库,SENS-001,温度越下限,温度 4.40℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T21:30:00.000Z,4.4,54.9,待处理,,,,否,
a_mqj7846qa7,一号冷库,SENS-001,温度越下限,温度 4.57℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T21:25:00.000Z,4.57,56.9,待处理,,,,否,
a_mqj7846q23,一号冷库,SENS-001,温度越下限,温度 4.14℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T21:20:00.000Z,4.14,54.8,待处理,,,,否,
a_mqj7846q21,一号冷库,SENS-001,温度越下限,温度 4.33℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T21:15:00.000Z,4.33,54.2,待处理,,,,否,
a_mqj7846qdb,一号冷库,SENS-001,温度漂移,温度突变 4.84℃，超过阈值 2℃（前值 -0.51℃）,2026-06-18 07:49:04,2025-05-05T21:15:00.000Z,4.33,54.2,待处理,,,,否,
a_mqj7846p8e,一号冷库,SENS-001,温度越下限,温度 -0.51℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T21:10:00.000Z,-0.51,53.6,待处理,,,,否,
a_mqj7846pdb,一号冷库,SENS-001,温度漂移,温度突变 5.23℃，超过阈值 2℃（前值 4.72℃）,2026-06-18 07:49:04,2025-05-05T21:10:00.000Z,-0.51,53.6,待处理,,,,否,
a_mqj7846pb8,一号冷库,SENS-001,温度越下限,温度 4.72℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T21:05:00.000Z,4.72,55.8,待处理,,,,否,
a_mqj7846p25,一号冷库,SENS-001,温度越下限,温度 4.44℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T21:00:00.000Z,4.44,55.5,待处理,,,,否,
a_mqj7846p8e,一号冷库,SENS-001,温度越下限,温度 4.34℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T20:55:00.000Z,4.34,55.9,待处理,,,,否,
a_mqj7846o25,一号冷库,SENS-001,温度越下限,温度 4.57℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T20:50:00.000Z,4.57,55.2,待处理,,,,否,
a_mqj7846oa5,一号冷库,SENS-001,温度越下限,温度 4.61℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T20:45:00.000Z,4.61,53.3,待处理,,,,否,
a_mqj7846o8d,一号冷库,SENS-001,温度越下限,温度 4.54℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T20:40:00.000Z,4.54,56.8,待处理,,,,否,
a_mqj7846o0b,一号冷库,SENS-001,温度越下限,温度 4.41℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T20:35:00.000Z,4.41,54.1,待处理,,,,否,
a_mqj7846nba,一号冷库,SENS-001,温度越下限,温度 4.15℃ 低于下限 15℃,2026-06-18 07:49:04,2025-05-05T20:30:00.000Z,4.15,54.2,待处理,,,,否,
a_mqj7846ne4,一号冷库,SENS-001,温度漂移,温度突变 4.84℃，超过阈值 2℃（前值 8.99℃）,2026-06-18 07:49:04,2025-05-05T20:30:00.000Z,4.15,54.2,待处理,,,,否,
a_mqj7846of8,一号冷库,SENS-001,湿度漂移,湿度突变 18.80%，超过阈值 10%（前值 73.00%）,2026-06-18 07:49:04,2025-05-05T20:30:00.000Z,4.15,54.2,待处理,,,,否,
