异常ID,传感器,传感器ID,类型,描述,检测时间,读数时间,温度,湿度,当前状态,处理人,处理原因,标注时间,是否回滚,回滚原因
a_mqiq3dcla9,细胞培养箱,SENS-003,湿度越上限,湿度 94.00% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T17:25:00.000Z,36.72,94,待处理,,,,否,
a_mqiq3c8d10,一号冷库,SENS-001,温度越下限,温度 4.13℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T17:20:00.000Z,4.13,53,待处理,,,,否,
a_mqiq3cnx05,试剂保存室,SENS-002,温度越下限,温度 7.90℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T17:20:00.000Z,7.9,44.5,待处理,,,,否,
a_mqiq3dcl26,细胞培养箱,SENS-003,温度越上限,温度 37.21℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T17:20:00.000Z,37.21,96.4,待处理,,,,否,
a_mqiq3dcl38,细胞培养箱,SENS-003,湿度越上限,湿度 96.40% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T17:20:00.000Z,37.21,96.4,待处理,,,,否,
a_mqiq3c8de6,一号冷库,SENS-001,温度越下限,温度 4.41℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T17:15:00.000Z,4.41,54.4,待处理,,,,否,
a_mqiq3cnx27,试剂保存室,SENS-002,温度越下限,温度 7.94℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T17:15:00.000Z,7.94,44.6,待处理,,,,否,
a_mqiq3dcle7,细胞培养箱,SENS-003,温度越上限,温度 36.78℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T17:15:00.000Z,36.78,96.8,待处理,,,,否,
a_mqiq3dclaf,细胞培养箱,SENS-003,湿度越上限,湿度 96.80% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T17:15:00.000Z,36.78,96.8,待处理,,,,否,
a_mqiq3c8ce3,一号冷库,SENS-001,温度越下限,温度 4.58℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T17:10:00.000Z,4.58,53.8,待处理,,,,否,
a_mqiq3cnw1a,试剂保存室,SENS-002,温度越下限,温度 7.89℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T17:10:00.000Z,7.89,44.6,待处理,,,,否,
a_mqiq3dck3a,细胞培养箱,SENS-003,温度越上限,温度 36.78℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T17:10:00.000Z,36.78,96.6,待处理,,,,否,
a_mqiq3dck6f,细胞培养箱,SENS-003,湿度越上限,湿度 96.60% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T17:10:00.000Z,36.78,96.6,待处理,,,,否,
a_mqiq3c8c5e,一号冷库,SENS-001,温度越下限,温度 4.39℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T17:05:00.000Z,4.39,56.6,待处理,,,,否,
a_mqiq3cnw9b,试剂保存室,SENS-002,温度越下限,温度 8.40℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T17:05:00.000Z,8.4,43.7,待处理,,,,否,
a_mqiq3dck10,细胞培养箱,SENS-003,温度越上限,温度 36.77℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T17:05:00.000Z,36.77,95.4,待处理,,,,否,
a_mqiq3dck06,细胞培养箱,SENS-003,湿度越上限,湿度 95.40% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T17:05:00.000Z,36.77,95.4,待处理,,,,否,
a_mqiq3dk7a2,稳定性试验箱,SENS-005,温度漂移,温度突变 4.03℃，超过阈值 2℃（前值 29.00℃）,2026-06-17 23:49:29,2025-05-06T17:05:00.000Z,24.97,59,待处理,,,,否,
a_mqiq3c8c72,一号冷库,SENS-001,温度越下限,温度 4.17℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T17:00:00.000Z,4.17,54.4,待处理,,,,否,
a_mqiq3cnw42,试剂保存室,SENS-002,温度越下限,温度 7.76℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T17:00:00.000Z,7.76,44.7,待处理,,,,否,
a_mqiq3dck1e,细胞培养箱,SENS-003,温度越上限,温度 37.04℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T17:00:00.000Z,37.04,95.2,待处理,,,,否,
a_mqiq3dcka4,细胞培养箱,SENS-003,湿度越上限,湿度 95.20% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T17:00:00.000Z,37.04,95.2,待处理,,,,否,
a_mqiq3dk720,稳定性试验箱,SENS-005,温度漂移,温度突变 4.39℃，超过阈值 2℃（前值 24.61℃）,2026-06-17 23:49:29,2025-05-06T17:00:00.000Z,29,61,待处理,,,,否,
a_mqiq3c8c16,一号冷库,SENS-001,温度越下限,温度 4.25℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T16:55:00.000Z,4.25,53.2,待处理,,,,否,
a_mqiq3cnw74,试剂保存室,SENS-002,温度越下限,温度 7.71℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T16:55:00.000Z,7.71,45.9,待处理,,,,否,
a_mqiq3dck2a,细胞培养箱,SENS-003,温度越上限,温度 37.02℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T16:55:00.000Z,37.02,94.2,待处理,,,,否,
a_mqiq3dck03,细胞培养箱,SENS-003,湿度越上限,湿度 94.20% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T16:55:00.000Z,37.02,94.2,待处理,,,,否,
a_mqiq3c8bbb,一号冷库,SENS-001,温度越下限,温度 4.82℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T16:50:00.000Z,4.82,55.2,待处理,,,,否,
a_mqiq3cnw14,试剂保存室,SENS-002,温度越下限,温度 7.74℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T16:50:00.000Z,7.74,43.3,待处理,,,,否,
a_mqiq3dcj96,细胞培养箱,SENS-003,温度越上限,温度 37.20℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T16:50:00.000Z,37.2,95.7,待处理,,,,否,
a_mqiq3dcjaf,细胞培养箱,SENS-003,湿度越上限,湿度 95.70% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T16:50:00.000Z,37.2,95.7,待处理,,,,否,
a_mqiq3c8bd3,一号冷库,SENS-001,温度越下限,温度 4.80℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T16:45:00.000Z,4.8,55.7,待处理,,,,否,
a_mqiq3cnv03,试剂保存室,SENS-002,温度越下限,温度 7.92℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T16:45:00.000Z,7.92,43.4,待处理,,,,否,
a_mqiq3dcj1c,细胞培养箱,SENS-003,温度越上限,温度 37.03℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T16:45:00.000Z,37.03,95.8,待处理,,,,否,
a_mqiq3dcj71,细胞培养箱,SENS-003,湿度越上限,湿度 95.80% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T16:45:00.000Z,37.03,95.8,待处理,,,,否,
a_mqiq3c8060,一号冷库,SENS-001,温度越下限,温度 4.43℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T16:40:00.000Z,4.43,54.8,待处理,,,,否,
a_mqiq3cnv19,试剂保存室,SENS-002,温度越下限,温度 8.32℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T16:40:00.000Z,8.32,46.7,待处理,,,,否,
a_mqiq3dcj86,细胞培养箱,SENS-003,温度越上限,温度 37.15℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T16:40:00.000Z,37.15,93.6,待处理,,,,否,
a_mqiq3dcjcd,细胞培养箱,SENS-003,湿度越上限,湿度 93.60% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T16:40:00.000Z,37.15,93.6,待处理,,,,否,
a_mqiq3c80ad,一号冷库,SENS-001,温度越下限,温度 4.35℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T16:35:00.000Z,4.35,55.6,待处理,,,,否,
a_mqiq3cnv8d,试剂保存室,SENS-002,温度越下限,温度 8.05℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T16:35:00.000Z,8.05,46,待处理,,,,否,
a_mqiq3dci96,细胞培养箱,SENS-003,温度越上限,温度 36.65℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T16:35:00.000Z,36.65,96,待处理,,,,否,
a_mqiq3dcj91,细胞培养箱,SENS-003,湿度越上限,湿度 96.00% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T16:35:00.000Z,36.65,96,待处理,,,,否,
a_mqiq3c80b3,一号冷库,SENS-001,温度越下限,温度 4.45℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T16:30:00.000Z,4.45,57,待处理,,,,否,
a_mqiq3cnvbb,试剂保存室,SENS-002,温度越下限,温度 8.17℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T16:30:00.000Z,8.17,43.4,待处理,,,,否,
a_mqiq3dcif8,细胞培养箱,SENS-003,温度越上限,温度 37.28℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T16:30:00.000Z,37.28,93.2,待处理,,,,否,
a_mqiq3dci59,细胞培养箱,SENS-003,湿度越上限,湿度 93.20% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T16:30:00.000Z,37.28,93.2,待处理,,,,否,
a_mqiq3c7z0c,一号冷库,SENS-001,温度越下限,温度 4.88℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T16:25:00.000Z,4.88,53.2,待处理,,,,否,
a_mqiq3cnv26,试剂保存室,SENS-002,温度越下限,温度 7.85℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T16:25:00.000Z,7.85,45.7,待处理,,,,否,
a_mqiq3dcica,细胞培养箱,SENS-003,温度越上限,温度 36.92℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T16:25:00.000Z,36.92,93.4,待处理,,,,否,
a_mqiq3dcieb,细胞培养箱,SENS-003,湿度越上限,湿度 93.40% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T16:25:00.000Z,36.92,93.4,待处理,,,,否,
a_mqiq3c7zf0,一号冷库,SENS-001,温度越下限,温度 4.32℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T16:20:00.000Z,4.32,56.4,待处理,,,,否,
a_mqiq3cnue5,试剂保存室,SENS-002,温度越下限,温度 8.26℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T16:20:00.000Z,8.26,46.5,待处理,,,,否,
a_mqiq3dci4d,细胞培养箱,SENS-003,温度越上限,温度 37.25℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T16:20:00.000Z,37.25,94.8,待处理,,,,否,
a_mqiq3dcicd,细胞培养箱,SENS-003,湿度越上限,湿度 94.80% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T16:20:00.000Z,37.25,94.8,待处理,,,,否,
a_mqiq3c7z81,一号冷库,SENS-001,温度越下限,温度 4.45℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T16:15:00.000Z,4.45,56.9,待处理,,,,否,
a_mqiq3cnued,试剂保存室,SENS-002,温度越下限,温度 8.23℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T16:15:00.000Z,8.23,43.4,待处理,,,,否,
a_mqiq3dch56,细胞培养箱,SENS-003,温度越上限,温度 36.72℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T16:15:00.000Z,36.72,94.2,待处理,,,,否,
a_mqiq3dch19,细胞培养箱,SENS-003,湿度越上限,湿度 94.20% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T16:15:00.000Z,36.72,94.2,待处理,,,,否,
a_mqiq3dk6bc,稳定性试验箱,SENS-005,数据断点,数据断点 1800秒，超过阈值 600秒,2026-06-17 23:49:29,2025-05-06T16:15:00.000Z,25.3,61.7,待处理,,,,否,
a_mqiq3c7z53,一号冷库,SENS-001,温度越下限,温度 4.52℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T16:10:00.000Z,4.52,55.2,待处理,,,,否,
a_mqiq3c7za9,一号冷库,SENS-001,湿度漂移,湿度突变 17.80%，超过阈值 10%（前值 73.00%）,2026-06-17 23:49:27,2025-05-06T16:10:00.000Z,4.52,55.2,待处理,,,,否,
a_mqiq3cnu72,试剂保存室,SENS-002,温度越下限,温度 7.64℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T16:10:00.000Z,7.64,45.5,待处理,,,,否,
a_mqiq3cnu27,试剂保存室,SENS-002,湿度漂移,湿度突变 17.50%，超过阈值 10%（前值 63.00%）,2026-06-17 23:49:28,2025-05-06T16:10:00.000Z,7.64,45.5,待处理,,,,否,
a_mqiq3dch02,细胞培养箱,SENS-003,温度越上限,温度 36.86℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T16:10:00.000Z,36.86,96.2,待处理,,,,否,
a_mqiq3dchad,细胞培养箱,SENS-003,湿度越上限,湿度 96.20% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T16:10:00.000Z,36.86,96.2,待处理,,,,否,
a_mqiq3di1e0,常温试剂柜,SENS-004,湿度漂移,湿度突变 18.60%，超过阈值 10%（前值 58.00%）,2026-06-17 23:49:29,2025-05-06T16:10:00.000Z,22.21,39.4,待处理,,,,否,
a_mqiq3c7y59,一号冷库,SENS-001,温度越下限,温度 4.46℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T16:05:00.000Z,4.46,73,待处理,,,,否,
a_mqiq3c7y18,一号冷库,SENS-001,湿度越上限,湿度 73.00% 超过上限 70%,2026-06-17 23:49:27,2025-05-06T16:05:00.000Z,4.46,73,待处理,,,,否,
a_mqiq3c7zb0,一号冷库,SENS-001,湿度漂移,湿度突变 19.00%，超过阈值 10%（前值 54.00%）,2026-06-17 23:49:27,2025-05-06T16:05:00.000Z,4.46,73,待处理,,,,否,
a_mqiq3cnt4c,试剂保存室,SENS-002,温度越下限,温度 8.11℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T16:05:00.000Z,8.11,63,待处理,,,,否,
a_mqiq3cnu46,试剂保存室,SENS-002,湿度漂移,湿度突变 17.00%，超过阈值 10%（前值 46.00%）,2026-06-17 23:49:28,2025-05-06T16:05:00.000Z,8.11,63,待处理,,,,否,
a_mqiq3dcf59,细胞培养箱,SENS-003,温度越上限,温度 37.13℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T16:05:00.000Z,37.13,95,待处理,,,,否,
a_mqiq3dchf0,细胞培养箱,SENS-003,湿度越上限,湿度 95.00% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T16:05:00.000Z,37.13,95,待处理,,,,否,
a_mqiq3di035,常温试剂柜,SENS-004,湿度漂移,湿度突变 16.90%，超过阈值 10%（前值 41.10%）,2026-06-17 23:49:29,2025-05-06T16:05:00.000Z,21.69,58,待处理,,,,否,
a_mqiq3c7y7a,一号冷库,SENS-001,温度越下限,温度 4.53℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T16:00:00.000Z,4.53,54,待处理,,,,否,
a_mqiq3cntd0,试剂保存室,SENS-002,温度越下限,温度 7.84℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T16:00:00.000Z,7.84,46,待处理,,,,否,
a_mqiq3dc483,细胞培养箱,SENS-003,温度越上限,温度 36.69℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T16:00:00.000Z,36.69,93.3,待处理,,,,否,
a_mqiq3dc4f6,细胞培养箱,SENS-003,湿度越上限,湿度 93.30% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T16:00:00.000Z,36.69,93.3,待处理,,,,否,
a_mqiq3c7y1b,一号冷库,SENS-001,温度越下限,温度 4.69℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T15:55:00.000Z,4.69,55.3,待处理,,,,否,
a_mqiq3cnt53,试剂保存室,SENS-002,温度越下限,温度 8.23℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T15:55:00.000Z,8.23,44.8,待处理,,,,否,
a_mqiq3dc464,细胞培养箱,SENS-003,温度越上限,温度 36.71℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T15:55:00.000Z,36.71,96.8,待处理,,,,否,
a_mqiq3dc405,细胞培养箱,SENS-003,湿度越上限,湿度 96.80% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T15:55:00.000Z,36.71,96.8,待处理,,,,否,
a_mqiq3c7yea,一号冷库,SENS-001,温度越下限,温度 4.51℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T15:50:00.000Z,4.51,53.9,待处理,,,,否,
a_mqiq3cnt0b,试剂保存室,SENS-002,温度越下限,温度 8.13℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T15:50:00.000Z,8.13,43.2,待处理,,,,否,
a_mqiq3dc4f4,细胞培养箱,SENS-003,温度越上限,温度 36.83℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T15:50:00.000Z,36.83,95.2,待处理,,,,否,
a_mqiq3dc416,细胞培养箱,SENS-003,湿度越上限,湿度 95.20% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T15:50:00.000Z,36.83,95.2,待处理,,,,否,
a_mqiq3c7y87,一号冷库,SENS-001,温度越下限,温度 4.43℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T15:45:00.000Z,4.43,55.2,待处理,,,,否,
a_mqiq3cnte2,试剂保存室,SENS-002,温度越下限,温度 8.33℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T15:45:00.000Z,8.33,45.9,待处理,,,,否,
a_mqiq3dc4ed,细胞培养箱,SENS-003,温度越上限,温度 36.91℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T15:45:00.000Z,36.91,93.3,待处理,,,,否,
a_mqiq3dc42c,细胞培养箱,SENS-003,湿度越上限,湿度 93.30% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T15:45:00.000Z,36.91,93.3,待处理,,,,否,
a_mqiq3c7y1f,一号冷库,SENS-001,温度越下限,温度 4.32℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T15:40:00.000Z,4.32,56.3,待处理,,,,否,
a_mqiq3cns6e,试剂保存室,SENS-002,温度越下限,温度 7.74℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T15:40:00.000Z,7.74,46.3,待处理,,,,否,
a_mqiq3dc39f,细胞培养箱,SENS-003,温度越上限,温度 36.99℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T15:40:00.000Z,36.99,93.9,待处理,,,,否,
a_mqiq3dc459,细胞培养箱,SENS-003,湿度越上限,湿度 93.90% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T15:40:00.000Z,36.99,93.9,待处理,,,,否,
a_mqiq3c7x70,一号冷库,SENS-001,温度越下限,温度 4.19℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T15:35:00.000Z,4.19,55.9,待处理,,,,否,
a_mqiq3cns9f,试剂保存室,SENS-002,温度越下限,温度 8.05℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T15:35:00.000Z,8.05,44.9,待处理,,,,否,
a_mqiq3dc356,细胞培养箱,SENS-003,温度越上限,温度 36.87℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T15:35:00.000Z,36.87,94,待处理,,,,否,
a_mqiq3dc323,细胞培养箱,SENS-003,湿度越上限,湿度 94.00% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T15:35:00.000Z,36.87,94,待处理,,,,否,
a_mqiq3c7x4b,一号冷库,SENS-001,温度越下限,温度 4.67℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T15:30:00.000Z,4.67,55,待处理,,,,否,
a_mqiq3c7x62,一号冷库,SENS-001,温度漂移,温度突变 5.58℃，超过阈值 2℃（前值 -0.91℃）,2026-06-17 23:49:27,2025-05-06T15:30:00.000Z,4.67,55,待处理,,,,否,
a_mqiq3c7x3f,一号冷库,SENS-001,湿度漂移,湿度突变 18.00%，超过阈值 10%（前值 37.00%）,2026-06-17 23:49:27,2025-05-06T15:30:00.000Z,4.67,55,待处理,,,,否,
a_mqiq3cnsb2,试剂保存室,SENS-002,温度越下限,温度 7.84℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T15:30:00.000Z,7.84,45.8,待处理,,,,否,
a_mqiq3cnsab,试剂保存室,SENS-002,温度漂移,温度突变 4.20℃，超过阈值 2℃（前值 3.64℃）,2026-06-17 23:49:28,2025-05-06T15:30:00.000Z,7.84,45.8,待处理,,,,否,
a_mqiq3cns04,试剂保存室,SENS-002,湿度漂移,湿度突变 18.80%，超过阈值 10%（前值 27.00%）,2026-06-17 23:49:28,2025-05-06T15:30:00.000Z,7.84,45.8,待处理,,,,否,
a_mqiq3dc344,细胞培养箱,SENS-003,温度越上限,温度 37.13℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T15:30:00.000Z,37.13,96.8,待处理,,,,否,
a_mqiq3dc33e,细胞培养箱,SENS-003,湿度越上限,湿度 96.80% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T15:30:00.000Z,37.13,96.8,待处理,,,,否,
a_mqiq3di04e,常温试剂柜,SENS-004,温度漂移,温度突变 4.28℃，超过阈值 2℃（前值 17.63℃）,2026-06-17 23:49:29,2025-05-06T15:30:00.000Z,21.91,40.1,待处理,,,,否,
a_mqiq3di029,常温试剂柜,SENS-004,湿度漂移,湿度突变 18.10%，超过阈值 10%（前值 22.00%）,2026-06-17 23:49:29,2025-05-06T15:30:00.000Z,21.91,40.1,待处理,,,,否,
a_mqiq3c7w9a,一号冷库,SENS-001,温度越下限,温度 -0.91℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T15:25:00.000Z,-0.91,37,待处理,,,,否,
a_mqiq3c7w73,一号冷库,SENS-001,温度漂移,温度突变 5.62℃，超过阈值 2℃（前值 4.71℃）,2026-06-17 23:49:27,2025-05-06T15:25:00.000Z,-0.91,37,待处理,,,,否,
a_mqiq3c7w66,一号冷库,SENS-001,湿度漂移,湿度突变 19.70%，超过阈值 10%（前值 56.70%）,2026-06-17 23:49:27,2025-05-06T15:25:00.000Z,-0.91,37,待处理,,,,否,
a_mqiq3cnr1c,试剂保存室,SENS-002,温度越下限,温度 3.64℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T15:25:00.000Z,3.64,27,待处理,,,,否,
a_mqiq3cnr5a,试剂保存室,SENS-002,湿度越下限,湿度 27.00% 低于下限 30%,2026-06-17 23:49:28,2025-05-06T15:25:00.000Z,3.64,27,待处理,,,,否,
a_mqiq3cnr14,试剂保存室,SENS-002,温度漂移,温度突变 4.22℃，超过阈值 2℃（前值 7.86℃）,2026-06-17 23:49:28,2025-05-06T15:25:00.000Z,3.64,27,待处理,,,,否,
a_mqiq3cnre2,试剂保存室,SENS-002,湿度漂移,湿度突变 16.10%，超过阈值 10%（前值 43.10%）,2026-06-17 23:49:28,2025-05-06T15:25:00.000Z,3.64,27,待处理,,,,否,
a_mqiq3dc2c7,细胞培养箱,SENS-003,温度越上限,温度 36.64℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T15:25:00.000Z,36.64,93.9,待处理,,,,否,
a_mqiq3dc36c,细胞培养箱,SENS-003,湿度越上限,湿度 93.90% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T15:25:00.000Z,36.64,93.9,待处理,,,,否,
a_mqiq3dc3e7,细胞培养箱,SENS-003,温度漂移,温度突变 4.37℃，超过阈值 2℃（前值 41.01℃）,2026-06-17 23:49:29,2025-05-06T15:25:00.000Z,36.64,93.9,待处理,,,,否,
a_mqiq3dhz71,常温试剂柜,SENS-004,湿度越下限,湿度 22.00% 低于下限 30%,2026-06-17 23:49:29,2025-05-06T15:25:00.000Z,17.63,22,待处理,,,,否,
a_mqiq3dhzbb,常温试剂柜,SENS-004,温度漂移,温度突变 4.28℃，超过阈值 2℃（前值 21.91℃）,2026-06-17 23:49:29,2025-05-06T15:25:00.000Z,17.63,22,待处理,,,,否,
a_mqiq3di06c,常温试剂柜,SENS-004,湿度漂移,湿度突变 16.40%，超过阈值 10%（前值 38.40%）,2026-06-17 23:49:29,2025-05-06T15:25:00.000Z,17.63,22,待处理,,,,否,
a_mqiq3c7we7,一号冷库,SENS-001,温度越下限,温度 4.71℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T15:20:00.000Z,4.71,56.7,待处理,,,,否,
a_mqiq3cnr26,试剂保存室,SENS-002,温度越下限,温度 7.86℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T15:20:00.000Z,7.86,43.1,待处理,,,,否,
a_mqiq3dc277,细胞培养箱,SENS-003,温度越上限,温度 41.01℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T15:20:00.000Z,41.01,95,待处理,,,,否,
a_mqiq3dc22d,细胞培养箱,SENS-003,湿度越上限,湿度 95.00% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T15:20:00.000Z,41.01,95,待处理,,,,否,
a_mqiq3dc208,细胞培养箱,SENS-003,温度漂移,温度突变 3.86℃，超过阈值 2℃（前值 37.15℃）,2026-06-17 23:49:29,2025-05-06T15:20:00.000Z,41.01,95,待处理,,,,否,
a_mqiq3c7waa,一号冷库,SENS-001,温度越下限,温度 4.60℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T15:15:00.000Z,4.6,53.5,待处理,,,,否,
a_mqiq3cnq6f,试剂保存室,SENS-002,温度越下限,温度 8.32℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T15:15:00.000Z,8.32,43.5,待处理,,,,否,
a_mqiq3dc2e4,细胞培养箱,SENS-003,温度越上限,温度 37.15℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T15:15:00.000Z,37.15,95.4,待处理,,,,否,
a_mqiq3dc2ab,细胞培养箱,SENS-003,湿度越上限,湿度 95.40% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T15:15:00.000Z,37.15,95.4,待处理,,,,否,
a_mqiq3c7wf6,一号冷库,SENS-001,温度越下限,温度 4.66℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T15:10:00.000Z,4.66,56.9,待处理,,,,否,
a_mqiq3cnq16,试剂保存室,SENS-002,温度越下限,温度 7.82℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T15:10:00.000Z,7.82,45.4,待处理,,,,否,
a_mqiq3dc25a,细胞培养箱,SENS-003,温度越上限,温度 36.81℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T15:10:00.000Z,36.81,95,待处理,,,,否,
a_mqiq3dc2a8,细胞培养箱,SENS-003,湿度越上限,湿度 95.00% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T15:10:00.000Z,36.81,95,待处理,,,,否,
a_mqiq3c7vdb,一号冷库,SENS-001,温度越下限,温度 4.11℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T15:05:00.000Z,4.11,55.5,待处理,,,,否,
a_mqiq3cnq9c,试剂保存室,SENS-002,温度越下限,温度 7.82℃ 低于下限 15℃,2026-06-17 23:49:28,2025-05-06T15:05:00.000Z,7.82,45.7,待处理,,,,否,
a_mqiq3dc10f,细胞培养箱,SENS-003,温度越上限,温度 36.61℃ 超过上限 30℃,2026-06-17 23:49:29,2025-05-06T15:05:00.000Z,36.61,94.7,待处理,,,,否,
a_mqiq3dc103,细胞培养箱,SENS-003,湿度越上限,湿度 94.70% 超过上限 70%,2026-06-17 23:49:29,2025-05-06T15:05:00.000Z,36.61,94.7,待处理,,,,否,
a_mqiq3c7v08,一号冷库,SENS-001,温度越下限,温度 4.51℃ 低于下限 15℃,2026-06-17 23:49:27,2025-05-06T15:00:00.000Z,4.51,54.2,待处理,,,,否,
